# Assembly name:  iqSchGreg1.2
# Organism name:  Schistocerca gregaria (desert locust)
# Isolate:  iqSchGreg1
# Sex:  male
# Taxid:          7010
# BioSample:      SAMN23383904
# BioProject:     PRJNA782545
# Submitter:      United States Department of Agriculture
# Date:           2022-06-24
# Assembly type:  haploid (principal pseudohaplotype of diploid)
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    JAKZLS01
# Assembly method: HiFiASM v. 0.13-r308
# Expected final version: yes
# Genome coverage: 41x
# Sequencing technology: PacBio Sequel
# RefSeq category: Reference Genome
# GenBank assembly accession: GCA_023897955.2
# RefSeq assembly accession: GCF_023897955.1
# RefSeq assembly and GenBank assemblies identical: yes
# Linked assembly: GCA_023898265.1 (alternate pseudohaplotype of diploid)
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_023898285.2	GCF_023898285.1	Primary Assembly
## GCA_023898335.1	GCF_023898335.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
ptg001594l	unplaced-scaffold	na	na	JAKZLS010001238.1	=	NW_026062872.1	Primary Assembly	39953	na
ptg001595l	unplaced-scaffold	na	na	JAKZLS010001239.1	=	NW_026062873.1	Primary Assembly	25552	na
ptg001596l	unplaced-scaffold	na	na	JAKZLS010001240.1	=	NW_026062874.1	Primary Assembly	11886	na
ptg001597l	unplaced-scaffold	na	na	JAKZLS010001241.1	=	NW_026062875.1	Primary Assembly	23280	na
ptg001598l	unplaced-scaffold	na	na	JAKZLS010001242.1	=	NW_026062876.1	Primary Assembly	35093	na
ptg001599l	unplaced-scaffold	na	na	JAKZLS010001243.1	=	NW_026062877.1	Primary Assembly	15478	na
ptg001600l	unplaced-scaffold	na	na	JAKZLS010001244.1	=	NW_026062878.1	Primary Assembly	31967	na
ptg001601l	unplaced-scaffold	na	na	JAKZLS010001245.1	=	NW_026062879.1	Primary Assembly	31537	na
ptg001605l	unplaced-scaffold	na	na	JAKZLS010001249.1	=	NW_026062880.1	Primary Assembly	18163	na
ptg001606l	unplaced-scaffold	na	na	JAKZLS010001250.1	=	NW_026062881.1	Primary Assembly	40986	na
ptg001607l	unplaced-scaffold	na	na	JAKZLS010001251.1	=	NW_026062882.1	Primary Assembly	33153	na
ptg001608l	unplaced-scaffold	na	na	JAKZLS010001252.1	=	NW_026062883.1	Primary Assembly	34877	na
ptg001610l	unplaced-scaffold	na	na	JAKZLS010001254.1	=	NW_026062884.1	Primary Assembly	23122	na
ptg001611l	unplaced-scaffold	na	na	JAKZLS010001255.1	=	NW_026062885.1	Primary Assembly	36629	na
ptg001612l	unplaced-scaffold	na	na	JAKZLS010001256.1	=	NW_026062886.1	Primary Assembly	40825	na
ptg001613l	unplaced-scaffold	na	na	JAKZLS010001257.1	=	NW_026062887.1	Primary Assembly	27432	na
ptg001614l	unplaced-scaffold	na	na	JAKZLS010001258.1	=	NW_026062888.1	Primary Assembly	44461	na
ptg001615l	unplaced-scaffold	na	na	JAKZLS010001259.1	=	NW_026062889.1	Primary Assembly	43807	na
ptg001616l	unplaced-scaffold	na	na	JAKZLS010001260.1	=	NW_026062890.1	Primary Assembly	21756	na
ptg001617l	unplaced-scaffold	na	na	JAKZLS010001261.1	=	NW_026062891.1	Primary Assembly	22361	na
ptg001618l	unplaced-scaffold	na	na	JAKZLS010001262.1	=	NW_026062892.1	Primary Assembly	21475	na
ptg001620l	unplaced-scaffold	na	na	JAKZLS010001264.1	=	NW_026062893.1	Primary Assembly	25231	na
ptg001621l	unplaced-scaffold	na	na	JAKZLS010001265.1	=	NW_026062894.1	Primary Assembly	26615	na
ptg001622l	unplaced-scaffold	na	na	JAKZLS010001266.1	=	NW_026062895.1	Primary Assembly	31227	na
ptg001623l	unplaced-scaffold	na	na	JAKZLS010001267.1	=	NW_026062896.1	Primary Assembly	32010	na
ptg001624l	unplaced-scaffold	na	na	JAKZLS010001268.1	=	NW_026062897.1	Primary Assembly	37473	na
ptg001625l	unplaced-scaffold	na	na	JAKZLS010001269.1	=	NW_026062898.1	Primary Assembly	23010	na
ptg001626l	unplaced-scaffold	na	na	JAKZLS010001270.1	=	NW_026062899.1	Primary Assembly	30372	na
ptg001628l	unplaced-scaffold	na	na	JAKZLS010001272.1	=	NW_026062900.1	Primary Assembly	29899	na
ptg001629l	unplaced-scaffold	na	na	JAKZLS010001273.1	=	NW_026062901.1	Primary Assembly	35668	na
ptg001631l	unplaced-scaffold	na	na	JAKZLS010001275.1	=	NW_026062902.1	Primary Assembly	27626	na
ptg001632l	unplaced-scaffold	na	na	JAKZLS010001276.1	=	NW_026062903.1	Primary Assembly	27271	na
ptg001633l	unplaced-scaffold	na	na	JAKZLS010001277.1	=	NW_026062904.1	Primary Assembly	18300	na
ptg001634l	unplaced-scaffold	na	na	JAKZLS010001278.1	=	NW_026062905.1	Primary Assembly	28485	na
ptg001636l	unplaced-scaffold	na	na	JAKZLS010001280.1	=	NW_026062906.1	Primary Assembly	21431	na
ptg001637l	unplaced-scaffold	na	na	JAKZLS010001281.1	=	NW_026062907.1	Primary Assembly	27072	na
ptg001638l	unplaced-scaffold	na	na	JAKZLS010001282.1	=	NW_026062908.1	Primary Assembly	26760	na
ptg001640l	unplaced-scaffold	na	na	JAKZLS010001284.1	=	NW_026062909.1	Primary Assembly	43171	na
ptg001641l	unplaced-scaffold	na	na	JAKZLS010001285.1	=	NW_026062910.1	Primary Assembly	30156	na
ptg001642l	unplaced-scaffold	na	na	JAKZLS010001286.1	=	NW_026062911.1	Primary Assembly	33582	na
ptg001643l	unplaced-scaffold	na	na	JAKZLS010001287.1	=	NW_026062912.1	Primary Assembly	25719	na
ptg001644l	unplaced-scaffold	na	na	JAKZLS010001288.1	=	NW_026062913.1	Primary Assembly	31218	na
ptg001646l	unplaced-scaffold	na	na	JAKZLS010001290.1	=	NW_026062914.1	Primary Assembly	202046	na
ptg001648l	unplaced-scaffold	na	na	JAKZLS010001292.1	=	NW_026062915.1	Primary Assembly	44001	na
ptg001649l	unplaced-scaffold	na	na	JAKZLS010001293.1	=	NW_026062916.1	Primary Assembly	21238	na
ptg001650l	unplaced-scaffold	na	na	JAKZLS010001294.1	=	NW_026062917.1	Primary Assembly	25112	na
ptg001651l	unplaced-scaffold	na	na	JAKZLS010001295.1	=	NW_026062918.1	Primary Assembly	36786	na
ptg001652l	unplaced-scaffold	na	na	JAKZLS010001296.1	=	NW_026062919.1	Primary Assembly	24069	na
ptg001654l	unplaced-scaffold	na	na	JAKZLS010001298.1	=	NW_026062920.1	Primary Assembly	38254	na
ptg001655l	unplaced-scaffold	na	na	JAKZLS010001299.1	=	NW_026062921.1	Primary Assembly	21478	na
ptg001656l	unplaced-scaffold	na	na	JAKZLS010001300.1	=	NW_026062922.1	Primary Assembly	30714	na
ptg001657l	unplaced-scaffold	na	na	JAKZLS010001301.1	=	NW_026062923.1	Primary Assembly	35178	na
ptg001659l	unplaced-scaffold	na	na	JAKZLS010001303.1	=	NW_026062924.1	Primary Assembly	29036	na
ptg001660l	unplaced-scaffold	na	na	JAKZLS010001304.1	=	NW_026062925.1	Primary Assembly	16269	na
ptg001661l	unplaced-scaffold	na	na	JAKZLS010001305.1	=	NW_026062926.1	Primary Assembly	36727	na
ptg001662l	unplaced-scaffold	na	na	JAKZLS010001306.1	=	NW_026062927.1	Primary Assembly	29546	na
ptg001664l	unplaced-scaffold	na	na	JAKZLS010001308.1	=	NW_026062928.1	Primary Assembly	40457	na
ptg001665l	unplaced-scaffold	na	na	JAKZLS010001309.1	=	NW_026062929.1	Primary Assembly	23461	na
ptg001666l	unplaced-scaffold	na	na	JAKZLS010001310.1	=	NW_026062930.1	Primary Assembly	33332	na
ptg001667l	unplaced-scaffold	na	na	JAKZLS010001311.1	=	NW_026062931.1	Primary Assembly	30617	na
ptg001668l	unplaced-scaffold	na	na	JAKZLS010001312.1	=	NW_026062932.1	Primary Assembly	20883	na
ptg001669l	unplaced-scaffold	na	na	JAKZLS010001313.1	=	NW_026062933.1	Primary Assembly	18230	na
ptg001670l	unplaced-scaffold	na	na	JAKZLS010001314.1	=	NW_026062934.1	Primary Assembly	59173	na
ptg001672l	unplaced-scaffold	na	na	JAKZLS010001316.1	=	NW_026062935.1	Primary Assembly	35693	na
ptg001674l	unplaced-scaffold	na	na	JAKZLS010001318.1	=	NW_026062936.1	Primary Assembly	38653	na
ptg001675l	unplaced-scaffold	na	na	JAKZLS010001319.1	=	NW_026062937.1	Primary Assembly	14969	na
ptg001676l	unplaced-scaffold	na	na	JAKZLS010001320.1	=	NW_026062938.1	Primary Assembly	40975	na
ptg001677l	unplaced-scaffold	na	na	JAKZLS010001321.1	=	NW_026062939.1	Primary Assembly	31388	na
ptg001678l	unplaced-scaffold	na	na	JAKZLS010001322.1	=	NW_026062940.1	Primary Assembly	24406	na
ptg001679l	unplaced-scaffold	na	na	JAKZLS010001323.1	=	NW_026062941.1	Primary Assembly	30741	na
ptg001680l	unplaced-scaffold	na	na	JAKZLS010001324.1	=	NW_026062942.1	Primary Assembly	34950	na
ptg001682l	unplaced-scaffold	na	na	JAKZLS010001326.1	=	NW_026062943.1	Primary Assembly	26438	na
ptg001683l	unplaced-scaffold	na	na	JAKZLS010001327.1	=	NW_026062944.1	Primary Assembly	32234	na
ptg001684l	unplaced-scaffold	na	na	JAKZLS010001328.1	=	NW_026062945.1	Primary Assembly	29637	na
ptg001686l	unplaced-scaffold	na	na	JAKZLS010001330.1	=	NW_026062946.1	Primary Assembly	28648	na
ptg001687l	unplaced-scaffold	na	na	JAKZLS010001331.1	=	NW_026062947.1	Primary Assembly	21547	na
ptg001688l	unplaced-scaffold	na	na	JAKZLS010001332.1	=	NW_026062948.1	Primary Assembly	15086	na
ptg001689l	unplaced-scaffold	na	na	JAKZLS010001333.1	=	NW_026062949.1	Primary Assembly	31081	na
ptg001690l	unplaced-scaffold	na	na	JAKZLS010001334.1	=	NW_026062950.1	Primary Assembly	25390	na
ptg001692l	unplaced-scaffold	na	na	JAKZLS010001336.1	=	NW_026062951.1	Primary Assembly	24755	na
ptg001693l	unplaced-scaffold	na	na	JAKZLS010001337.1	=	NW_026062952.1	Primary Assembly	57483	na
ptg001694l	unplaced-scaffold	na	na	JAKZLS010001338.1	=	NW_026062953.1	Primary Assembly	29076	na
ptg001695l	unplaced-scaffold	na	na	JAKZLS010001339.1	=	NW_026062954.1	Primary Assembly	16333	na
ptg001696l	unplaced-scaffold	na	na	JAKZLS010001340.1	=	NW_026062955.1	Primary Assembly	21440	na
ptg001697l	unplaced-scaffold	na	na	JAKZLS010001341.1	=	NW_026062956.1	Primary Assembly	24560	na
ptg001698l	unplaced-scaffold	na	na	JAKZLS010001342.1	=	NW_026062957.1	Primary Assembly	23183	na
ptg001700l	unplaced-scaffold	na	na	JAKZLS010001343.1	=	NW_026062958.1	Primary Assembly	37051	na
ptg001702l	unplaced-scaffold	na	na	JAKZLS010001345.1	=	NW_026062959.1	Primary Assembly	34726	na
ptg001703l	unplaced-scaffold	na	na	JAKZLS010001346.1	=	NW_026062960.1	Primary Assembly	26161	na
ptg001705l	unplaced-scaffold	na	na	JAKZLS010001347.1	=	NW_026062961.1	Primary Assembly	25656	na
ptg001706l	unplaced-scaffold	na	na	JAKZLS010001348.1	=	NW_026062962.1	Primary Assembly	32917	na
ptg001707l	unplaced-scaffold	na	na	JAKZLS010001349.1	=	NW_026062963.1	Primary Assembly	28048	na
ptg001708l	unplaced-scaffold	na	na	JAKZLS010001350.1	=	NW_026062964.1	Primary Assembly	32948	na
ptg001709l	unplaced-scaffold	na	na	JAKZLS010001351.1	=	NW_026062965.1	Primary Assembly	32507	na
ptg001710l	unplaced-scaffold	na	na	JAKZLS010001352.1	=	NW_026062966.1	Primary Assembly	32243	na
ptg001712l	unplaced-scaffold	na	na	JAKZLS010001354.1	=	NW_026062967.1	Primary Assembly	28228	na
ptg001713l	unplaced-scaffold	na	na	JAKZLS010001355.1	=	NW_026062968.1	Primary Assembly	27161	na
ptg001714l	unplaced-scaffold	na	na	JAKZLS010001356.1	=	NW_026062969.1	Primary Assembly	24335	na
ptg001716l	unplaced-scaffold	na	na	JAKZLS010001358.1	=	NW_026062970.1	Primary Assembly	31097	na
ptg001717l	unplaced-scaffold	na	na	JAKZLS010001359.1	=	NW_026062971.1	Primary Assembly	36028	na
ptg001718l	unplaced-scaffold	na	na	JAKZLS010001360.1	=	NW_026062972.1	Primary Assembly	18001	na
ptg001719l	unplaced-scaffold	na	na	JAKZLS010001361.1	=	NW_026062973.1	Primary Assembly	22674	na
ptg001720l	unplaced-scaffold	na	na	JAKZLS010001362.1	=	NW_026062974.1	Primary Assembly	26003	na
ptg001721l	unplaced-scaffold	na	na	JAKZLS010001363.1	=	NW_026062975.1	Primary Assembly	18457	na
ptg001722l	unplaced-scaffold	na	na	JAKZLS010001364.1	=	NW_026062976.1	Primary Assembly	22399	na
ptg001723l	unplaced-scaffold	na	na	JAKZLS010001365.1	=	NW_026062977.1	Primary Assembly	17873	na
ptg001724l	unplaced-scaffold	na	na	JAKZLS010001366.1	=	NW_026062978.1	Primary Assembly	19444	na
ptg001725l	unplaced-scaffold	na	na	JAKZLS010001367.1	=	NW_026062979.1	Primary Assembly	41291	na
ptg001726l	unplaced-scaffold	na	na	JAKZLS010001368.1	=	NW_026062980.1	Primary Assembly	22660	na
ptg001727l	unplaced-scaffold	na	na	JAKZLS010001369.1	=	NW_026062981.1	Primary Assembly	15840	na
ptg001729l	unplaced-scaffold	na	na	JAKZLS010001370.1	=	NW_026062982.1	Primary Assembly	28850	na
ptg001730l	unplaced-scaffold	na	na	JAKZLS010001371.1	=	NW_026062983.1	Primary Assembly	26959	na
ptg001731l	unplaced-scaffold	na	na	JAKZLS010001372.1	=	NW_026062984.1	Primary Assembly	32389	na
ptg001732l	unplaced-scaffold	na	na	JAKZLS010001373.1	=	NW_026062985.1	Primary Assembly	27431	na
ptg001733l	unplaced-scaffold	na	na	JAKZLS010001374.1	=	NW_026062986.1	Primary Assembly	21091	na
ptg001734l	unplaced-scaffold	na	na	JAKZLS010001375.1	=	NW_026062987.1	Primary Assembly	33465	na
ptg001735l	unplaced-scaffold	na	na	JAKZLS010001376.1	=	NW_026062988.1	Primary Assembly	30061	na
ptg001737l	unplaced-scaffold	na	na	JAKZLS010001378.1	=	NW_026062989.1	Primary Assembly	30153	na
ptg001738l	unplaced-scaffold	na	na	JAKZLS010001379.1	=	NW_026062990.1	Primary Assembly	11589	na
ptg001739l	unplaced-scaffold	na	na	JAKZLS010001380.1	=	NW_026062991.1	Primary Assembly	26031	na
ptg001740l	unplaced-scaffold	na	na	JAKZLS010001381.1	=	NW_026062992.1	Primary Assembly	30376	na
ptg001741l	unplaced-scaffold	na	na	JAKZLS010001382.1	=	NW_026062993.1	Primary Assembly	24172	na
ptg001742l	unplaced-scaffold	na	na	JAKZLS010001383.1	=	NW_026062994.1	Primary Assembly	28070	na
ptg001743l	unplaced-scaffold	na	na	JAKZLS010001384.1	=	NW_026062995.1	Primary Assembly	28988	na
ptg001745l	unplaced-scaffold	na	na	JAKZLS010001386.1	=	NW_026062996.1	Primary Assembly	23694	na
ptg001746l	unplaced-scaffold	na	na	JAKZLS010001387.1	=	NW_026062997.1	Primary Assembly	30084	na
ptg001747l	unplaced-scaffold	na	na	JAKZLS010001388.1	=	NW_026062998.1	Primary Assembly	23253	na
ptg001748l	unplaced-scaffold	na	na	JAKZLS010001389.1	=	NW_026062999.1	Primary Assembly	28905	na
ptg001749l	unplaced-scaffold	na	na	JAKZLS010001390.1	=	NW_026063000.1	Primary Assembly	18237	na
ptg001750l	unplaced-scaffold	na	na	JAKZLS010001391.1	=	NW_026063001.1	Primary Assembly	27379	na
ptg001751l	unplaced-scaffold	na	na	JAKZLS010001392.1	=	NW_026063002.1	Primary Assembly	21327	na
ptg001752l	unplaced-scaffold	na	na	JAKZLS010001393.1	=	NW_026063003.1	Primary Assembly	17490	na
ptg001754l	unplaced-scaffold	na	na	JAKZLS010001395.1	=	NW_026063004.1	Primary Assembly	26318	na
ptg001755l	unplaced-scaffold	na	na	JAKZLS010001396.1	=	NW_026063005.1	Primary Assembly	34062	na
ptg001757l	unplaced-scaffold	na	na	JAKZLS010001398.1	=	NW_026063006.1	Primary Assembly	36764	na
ptg001758l	unplaced-scaffold	na	na	JAKZLS010001399.1	=	NW_026063007.1	Primary Assembly	40361	na
ptg001759l	unplaced-scaffold	na	na	JAKZLS010001400.1	=	NW_026063008.1	Primary Assembly	20528	na
ptg001760l	unplaced-scaffold	na	na	JAKZLS010001401.1	=	NW_026063009.1	Primary Assembly	28841	na
ptg001761l	unplaced-scaffold	na	na	JAKZLS010001402.1	=	NW_026063010.1	Primary Assembly	22851	na
ptg001762l	unplaced-scaffold	na	na	JAKZLS010001403.1	=	NW_026063011.1	Primary Assembly	15199	na
ptg001763l	unplaced-scaffold	na	na	JAKZLS010001404.1	=	NW_026063012.1	Primary Assembly	23081	na
ptg001764l	unplaced-scaffold	na	na	JAKZLS010001405.1	=	NW_026063013.1	Primary Assembly	16741	na
ptg001765l	unplaced-scaffold	na	na	JAKZLS010001406.1	=	NW_026063014.1	Primary Assembly	32196	na
ptg001766l	unplaced-scaffold	na	na	JAKZLS010001407.1	=	NW_026063015.1	Primary Assembly	23282	na
ptg001767l	unplaced-scaffold	na	na	JAKZLS010001408.1	=	NW_026063016.1	Primary Assembly	19711	na
ptg001768l	unplaced-scaffold	na	na	JAKZLS010001409.1	=	NW_026063017.1	Primary Assembly	25365	na
ptg001769l	unplaced-scaffold	na	na	JAKZLS010001410.1	=	NW_026063018.1	Primary Assembly	19790	na
ptg001770l	unplaced-scaffold	na	na	JAKZLS010001411.1	=	NW_026063019.1	Primary Assembly	16828	na
ptg001771l	unplaced-scaffold	na	na	JAKZLS010001412.1	=	NW_026063020.1	Primary Assembly	38302	na
ptg001772l	unplaced-scaffold	na	na	JAKZLS010001413.1	=	NW_026063021.1	Primary Assembly	20902	na
ptg001773l	unplaced-scaffold	na	na	JAKZLS010001414.1	=	NW_026063022.1	Primary Assembly	29903	na
ptg001774l	unplaced-scaffold	na	na	JAKZLS010001415.1	=	NW_026063023.1	Primary Assembly	20829	na
ptg001775l	unplaced-scaffold	na	na	JAKZLS010001416.1	=	NW_026063024.1	Primary Assembly	22125	na
ptg001776l	unplaced-scaffold	na	na	JAKZLS010001417.1	=	NW_026063025.1	Primary Assembly	56145	na
ptg001777l	unplaced-scaffold	na	na	JAKZLS010001418.1	=	NW_026063026.1	Primary Assembly	105597	na
ptg001778l	unplaced-scaffold	na	na	JAKZLS010001419.1	=	NW_026063027.1	Primary Assembly	37436	na
ptg001779l	unplaced-scaffold	na	na	JAKZLS010001420.1	=	NW_026063028.1	Primary Assembly	27223	na
ptg001780l	unplaced-scaffold	na	na	JAKZLS010001421.1	=	NW_026063029.1	Primary Assembly	47550	na
ptg001781l	unplaced-scaffold	na	na	JAKZLS010001422.1	=	NW_026063030.1	Primary Assembly	23389	na
ptg001782l	unplaced-scaffold	na	na	JAKZLS010001423.1	=	NW_026063031.1	Primary Assembly	56964	na
ptg001783l	unplaced-scaffold	na	na	JAKZLS010001424.1	=	NW_026063032.1	Primary Assembly	19440	na
ptg001784l	unplaced-scaffold	na	na	JAKZLS010001425.1	=	NW_026063033.1	Primary Assembly	36340	na
ptg001785l	unplaced-scaffold	na	na	JAKZLS010001426.1	=	NW_026063034.1	Primary Assembly	16066	na
ptg001786l	unplaced-scaffold	na	na	JAKZLS010001427.1	=	NW_026063035.1	Primary Assembly	61271	na
ptg001787l	unplaced-scaffold	na	na	JAKZLS010001428.1	=	NW_026063036.1	Primary Assembly	48306	na
ptg001788l	unplaced-scaffold	na	na	JAKZLS010001429.1	=	NW_026063037.1	Primary Assembly	36454	na
ptg001789l	unplaced-scaffold	na	na	JAKZLS010001430.1	=	NW_026063038.1	Primary Assembly	23523	na
ptg001790l	unplaced-scaffold	na	na	JAKZLS010001431.1	=	NW_026063039.1	Primary Assembly	22713	na
ptg001791l	unplaced-scaffold	na	na	JAKZLS010001432.1	=	NW_026063040.1	Primary Assembly	41715	na
ptg001792l	unplaced-scaffold	na	na	JAKZLS010001433.1	=	NW_026063041.1	Primary Assembly	34596	na
ptg001793l	unplaced-scaffold	na	na	JAKZLS010001434.1	=	NW_026063042.1	Primary Assembly	28506	na
ptg001794l	unplaced-scaffold	na	na	JAKZLS010001435.1	=	NW_026063043.1	Primary Assembly	26148	na
ptg001795l	unplaced-scaffold	na	na	JAKZLS010001436.1	=	NW_026063044.1	Primary Assembly	21151	na
ptg001796l	unplaced-scaffold	na	na	JAKZLS010001437.1	=	NW_026063045.1	Primary Assembly	38499	na
ptg001797l	unplaced-scaffold	na	na	JAKZLS010001438.1	=	NW_026063046.1	Primary Assembly	37841	na
ptg001798l	unplaced-scaffold	na	na	JAKZLS010001439.1	=	NW_026063047.1	Primary Assembly	27447	na
ptg001799l	unplaced-scaffold	na	na	JAKZLS010001440.1	=	NW_026063048.1	Primary Assembly	34600	na
ptg001800l	unplaced-scaffold	na	na	JAKZLS010001441.1	=	NW_026063049.1	Primary Assembly	33131	na
ptg001801l	unplaced-scaffold	na	na	JAKZLS010001442.1	=	NW_026063050.1	Primary Assembly	34951	na
ptg001802l	unplaced-scaffold	na	na	JAKZLS010001443.1	=	NW_026063051.1	Primary Assembly	45019	na
ptg001803l	unplaced-scaffold	na	na	JAKZLS010001444.1	=	NW_026063052.1	Primary Assembly	23522	na
ptg001804l	unplaced-scaffold	na	na	JAKZLS010001445.1	=	NW_026063053.1	Primary Assembly	39060	na
ptg001805l	unplaced-scaffold	na	na	JAKZLS010001446.1	=	NW_026063054.1	Primary Assembly	68920	na
ptg001806l	unplaced-scaffold	na	na	JAKZLS010001447.1	=	NW_026063055.1	Primary Assembly	21504	na
ptg001807l	unplaced-scaffold	na	na	JAKZLS010001448.1	=	NW_026063056.1	Primary Assembly	65934	na
ptg001808l	unplaced-scaffold	na	na	JAKZLS010001449.1	=	NW_026063057.1	Primary Assembly	32251	na
ptg001809l	unplaced-scaffold	na	na	JAKZLS010001450.1	=	NW_026063058.1	Primary Assembly	26321	na
ptg001810l	unplaced-scaffold	na	na	JAKZLS010001451.1	=	NW_026063059.1	Primary Assembly	16785	na
ptg001811l	unplaced-scaffold	na	na	JAKZLS010001452.1	=	NW_026063060.1	Primary Assembly	40060	na
ptg001812l	unplaced-scaffold	na	na	JAKZLS010001453.1	=	NW_026063061.1	Primary Assembly	26734	na
ptg001813l	unplaced-scaffold	na	na	JAKZLS010001454.1	=	NW_026063062.1	Primary Assembly	36894	na
ptg001814l	unplaced-scaffold	na	na	JAKZLS010001455.1	=	NW_026063063.1	Primary Assembly	36626	na
ptg001815l	unplaced-scaffold	na	na	JAKZLS010001456.1	=	NW_026063064.1	Primary Assembly	16628	na
ptg001816l	unplaced-scaffold	na	na	JAKZLS010001457.1	=	NW_026063065.1	Primary Assembly	23692	na
ptg001817l	unplaced-scaffold	na	na	JAKZLS010001458.1	=	NW_026063066.1	Primary Assembly	27782	na
ptg001818l	unplaced-scaffold	na	na	JAKZLS010001459.1	=	NW_026063067.1	Primary Assembly	22195	na
ptg001819l	unplaced-scaffold	na	na	JAKZLS010001460.1	=	NW_026063068.1	Primary Assembly	96773	na
ptg001820l	unplaced-scaffold	na	na	JAKZLS010001461.1	=	NW_026063069.1	Primary Assembly	28043	na
ptg001821l	unplaced-scaffold	na	na	JAKZLS010001462.1	=	NW_026063070.1	Primary Assembly	26423	na
ptg001822l	unplaced-scaffold	na	na	JAKZLS010001463.1	=	NW_026063071.1	Primary Assembly	30770	na
ptg001823l	unplaced-scaffold	na	na	JAKZLS010001464.1	=	NW_026063072.1	Primary Assembly	30345	na
ptg001824l	unplaced-scaffold	na	na	JAKZLS010001465.1	=	NW_026063073.1	Primary Assembly	22712	na
ptg001825l	unplaced-scaffold	na	na	JAKZLS010001466.1	=	NW_026063074.1	Primary Assembly	30713	na
ptg001826l	unplaced-scaffold	na	na	JAKZLS010001467.1	=	NW_026063075.1	Primary Assembly	19024	na
ptg001827l	unplaced-scaffold	na	na	JAKZLS010001468.1	=	NW_026063076.1	Primary Assembly	12401	na
ptg001828l	unplaced-scaffold	na	na	JAKZLS010001469.1	=	NW_026063077.1	Primary Assembly	23940	na
ptg001829l	unplaced-scaffold	na	na	JAKZLS010001470.1	=	NW_026063078.1	Primary Assembly	44064	na
ptg001830l	unplaced-scaffold	na	na	JAKZLS010001471.1	=	NW_026063079.1	Primary Assembly	51211	na
ptg001831l	unplaced-scaffold	na	na	JAKZLS010001472.1	=	NW_026063080.1	Primary Assembly	32993	na
ptg001832l	unplaced-scaffold	na	na	JAKZLS010001473.1	=	NW_026063081.1	Primary Assembly	25127	na
ptg001833l	unplaced-scaffold	na	na	JAKZLS010001474.1	=	NW_026063082.1	Primary Assembly	29700	na
ptg001834l	unplaced-scaffold	na	na	JAKZLS010001475.1	=	NW_026063083.1	Primary Assembly	18574	na
ptg001835l	unplaced-scaffold	na	na	JAKZLS010001476.1	=	NW_026063084.1	Primary Assembly	19033	na
ptg001836l	unplaced-scaffold	na	na	JAKZLS010001477.1	=	NW_026063085.1	Primary Assembly	17528	na
ptg001837l	unplaced-scaffold	na	na	JAKZLS010001478.1	=	NW_026063086.1	Primary Assembly	18132	na
ptg001838l	unplaced-scaffold	na	na	JAKZLS010001479.1	=	NW_026063087.1	Primary Assembly	18306	na
ptg001839l	unplaced-scaffold	na	na	JAKZLS010001480.1	=	NW_026063088.1	Primary Assembly	17856	na
ptg001840l	unplaced-scaffold	na	na	JAKZLS010001481.1	=	NW_026063089.1	Primary Assembly	18485	na
ptg001841l	unplaced-scaffold	na	na	JAKZLS010001482.1	=	NW_026063090.1	Primary Assembly	13507	na
ptg001842l	unplaced-scaffold	na	na	JAKZLS010001483.1	=	NW_026063091.1	Primary Assembly	18636	na
ptg001843l	unplaced-scaffold	na	na	JAKZLS010001484.1	=	NW_026063092.1	Primary Assembly	38246	na
ptg001844l	unplaced-scaffold	na	na	JAKZLS010001485.1	=	NW_026063093.1	Primary Assembly	18690	na
ptg001845l	unplaced-scaffold	na	na	JAKZLS010001486.1	=	NW_026063094.1	Primary Assembly	21059	na
ptg001846l	unplaced-scaffold	na	na	JAKZLS010001487.1	=	NW_026063095.1	Primary Assembly	26253	na
ptg001847l	unplaced-scaffold	na	na	JAKZLS010001488.1	=	NW_026063096.1	Primary Assembly	37390	na
ptg001848l	unplaced-scaffold	na	na	JAKZLS010001489.1	=	NW_026063097.1	Primary Assembly	26649	na
ptg001849l	unplaced-scaffold	na	na	JAKZLS010001490.1	=	NW_026063098.1	Primary Assembly	17057	na
ptg001850l	unplaced-scaffold	na	na	JAKZLS010001491.1	=	NW_026063099.1	Primary Assembly	13124	na
ptg001851l	unplaced-scaffold	na	na	JAKZLS010001492.1	=	NW_026063100.1	Primary Assembly	19053	na
ptg001852l	unplaced-scaffold	na	na	JAKZLS010001493.1	=	NW_026063101.1	Primary Assembly	31430	na
ptg001853l	unplaced-scaffold	na	na	JAKZLS010001494.1	=	NW_026063102.1	Primary Assembly	17336	na
ptg001854l	unplaced-scaffold	na	na	JAKZLS010001495.1	=	NW_026063103.1	Primary Assembly	26175	na
ptg001855l	unplaced-scaffold	na	na	JAKZLS010001496.1	=	NW_026063104.1	Primary Assembly	35437	na
