gene_id,seqid,region_claim,region_length_bp,taxon,isolate,mol_type,source,gff_gene_id,gene_biotype,Description,origin_evidence_class,origin_screen_priority,DEG_contexts,exact_deg_contrasts,GOs,KEGG_ko,KEGG_Pathway,PFAMs,start,end,strand
LOC126324030,NW_026062244.1,RefSeq S. gregaria unplaced genomic region,120664,7010,iqSchGreg1,genomic DNA,Gnomon,126324030,protein_coding,uncharacterized LOC126324030,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,103693,105979,+
LOC126324042,NW_026062244.1,RefSeq S. gregaria unplaced genomic region,120664,7010,iqSchGreg1,genomic DNA,Gnomon,126324042,protein_coding,uncharacterized LOC126324042,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,79079,81489,+
LOC126324045,NW_026062244.1,RefSeq S. gregaria unplaced genomic region,120664,7010,iqSchGreg1,genomic DNA,Gnomon,126324045,protein_coding,uncharacterized LOC126324045,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,111846,113375,-
LOC126324050,NW_026062244.1,RefSeq S. gregaria unplaced genomic region,120664,7010,iqSchGreg1,genomic DNA,Gnomon,126324050,protein_coding,uncharacterized LOC126324050,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,43873,46928,+
LOC126324052,NW_026062244.1,RefSeq S. gregaria unplaced genomic region,120664,7010,iqSchGreg1,genomic DNA,Gnomon,126324052,protein_coding,uncharacterized LOC126324052,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,49388,50231,+
LOC126324058,NW_026062244.1,RefSeq S. gregaria unplaced genomic region,120664,7010,iqSchGreg1,genomic DNA,Gnomon,126324058,protein_coding,uncharacterized LOC126324058,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,7422,9308,-
LOC126324059,NW_026062244.1,RefSeq S. gregaria unplaced genomic region,120664,7010,iqSchGreg1,genomic DNA,Gnomon,126324059,protein_coding,uncharacterized LOC126324059,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,9439,11282,-
LOC126324061,NW_026062244.1,RefSeq S. gregaria unplaced genomic region,120664,7010,iqSchGreg1,genomic DNA,Gnomon,126324061,protein_coding,uncharacterized LOC126324061,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,47924,49111,-
LOC126324067,NW_026062244.1,RefSeq S. gregaria unplaced genomic region,120664,7010,iqSchGreg1,genomic DNA,Gnomon,126324067,protein_coding,uncharacterized LOC126324067,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,61508,63255,+
LOC126324069,NW_026062244.1,RefSeq S. gregaria unplaced genomic region,120664,7010,iqSchGreg1,genomic DNA,Gnomon,126324069,protein_coding,uncharacterized LOC126324069,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,63295,66003,-
LOC126324475,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324475,protein_coding,uncharacterized LOC126324475,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,44831,46552,+
LOC126324477,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324477,protein_coding,uncharacterized LOC126324477,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,58236,60182,-
LOC126324485,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324485,protein_coding,uncharacterized LOC126324485,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,143221,145176,-
LOC126324490,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324490,protein_coding,uncharacterized LOC126324490,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,233604,236135,-
LOC126324492,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324492,protein_coding,uncharacterized LOC126324492,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,155990,159166,-
LOC126324493,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324493,protein_coding,uncharacterized LOC126324493,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,67271,68922,+
LOC126324494,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324494,protein_coding,uncharacterized LOC126324494,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,68870,70310,-
LOC126324496,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324496,lncRNA,uncharacterized LOC126324496,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,70384,71585,+
LOC126324498,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324498,protein_coding,uncharacterized LOC126324498,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,13195,16412,+
LOC126324499,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324499,protein_coding,uncharacterized LOC126324499,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,48529,49857,-
LOC126324518,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324518,protein_coding,uncharacterized LOC126324518,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,10284,11719,+
LOC126324522,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324522,protein_coding,uncharacterized LOC126324522,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,140048,142723,-
LOC126324525,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324525,protein_coding,uncharacterized LOC126324525,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,179645,181190,-
LOC126324526,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324526,protein_coding,uncharacterized LOC126324526,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,190391,193349,-
LOC126324527,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324527,protein_coding,uncharacterized LOC126324527,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,186806,189039,+
LOC126324533,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324533,protein_coding,uncharacterized LOC126324533,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,49909,55388,+
LOC126324534,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324534,protein_coding,uncharacterized LOC126324534,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,65199,66540,-
LOC126324538,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324538,protein_coding,uncharacterized LOC126324538,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,159391,164082,+
LOC126324547,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324547,protein_coding,uncharacterized LOC126324547,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,115602,117679,+
LOC126324548,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324548,protein_coding,uncharacterized LOC126324548,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,122875,128697,+
LOC126324549,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324549,protein_coding,uncharacterized LOC126324549,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,119408,122651,-
LOC126324550,NW_026062249.1,RefSeq S. gregaria unplaced genomic region,241426,7010,iqSchGreg1,genomic DNA,Gnomon,126324550,protein_coding,uncharacterized LOC126324550,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,117660,118643,-
LOC126324745,NW_026062253.1,RefSeq S. gregaria unplaced genomic region,74958,7010,iqSchGreg1,genomic DNA,Gnomon,126324745,protein_coding,uncharacterized LOC126324745,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,60066,62549,+
LOC126324747,NW_026062253.1,RefSeq S. gregaria unplaced genomic region,74958,7010,iqSchGreg1,genomic DNA,Gnomon,126324747,protein_coding,uncharacterized LOC126324747,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,8397,11440,-
LOC126324750,NW_026062253.1,RefSeq S. gregaria unplaced genomic region,74958,7010,iqSchGreg1,genomic DNA,Gnomon,126324750,protein_coding,uncharacterized LOC126324750,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,32113,35088,-
LOC126324752,NW_026062253.1,RefSeq S. gregaria unplaced genomic region,74958,7010,iqSchGreg1,genomic DNA,Gnomon,126324752,protein_coding,uncharacterized LOC126324752,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,69223,72413,+
LOC126324753,NW_026062253.1,RefSeq S. gregaria unplaced genomic region,74958,7010,iqSchGreg1,genomic DNA,Gnomon,126324753,protein_coding,uncharacterized LOC126324753,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,71496,74951,-
LOC126325473,NW_026062282.1,RefSeq S. gregaria unplaced genomic region,292790,7010,iqSchGreg1,genomic DNA,Gnomon,126325473,protein_coding,uncharacterized LOC126325473,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,67549,70348,+
LOC126325475,NW_026062282.1,RefSeq S. gregaria unplaced genomic region,292790,7010,iqSchGreg1,genomic DNA,Gnomon,126325475,protein_coding,uncharacterized LOC126325475,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,101610,106566,+
LOC126325479,NW_026062282.1,RefSeq S. gregaria unplaced genomic region,292790,7010,iqSchGreg1,genomic DNA,Gnomon,126325479,protein_coding,uncharacterized LOC126325479,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,165967,168969,+
LOC126325484,NW_026062282.1,RefSeq S. gregaria unplaced genomic region,292790,7010,iqSchGreg1,genomic DNA,Gnomon,126325484,protein_coding,uncharacterized LOC126325484,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,237297,244090,-
LOC126325491,NW_026062282.1,RefSeq S. gregaria unplaced genomic region,292790,7010,iqSchGreg1,genomic DNA,Gnomon,126325491,protein_coding,uncharacterized LOC126325491,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,193943,197674,+
LOC126325492,NW_026062282.1,RefSeq S. gregaria unplaced genomic region,292790,7010,iqSchGreg1,genomic DNA,Gnomon,126325492,protein_coding,uncharacterized LOC126325492,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,178644,182347,-
LOC126325495,NW_026062282.1,RefSeq S. gregaria unplaced genomic region,292790,7010,iqSchGreg1,genomic DNA,Gnomon,126325495,protein_coding,uncharacterized LOC126325495,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,176211,178678,+
LOC126325499,NW_026062282.1,RefSeq S. gregaria unplaced genomic region,292790,7010,iqSchGreg1,genomic DNA,Gnomon,126325499,protein_coding,uncharacterized LOC126325499,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,167613,171210,-
LOC126325503,NW_026062282.1,RefSeq S. gregaria unplaced genomic region,292790,7010,iqSchGreg1,genomic DNA,Gnomon,126325503,protein_coding,uncharacterized LOC126325503,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,191233,192758,-
LOC126325505,NW_026062282.1,RefSeq S. gregaria unplaced genomic region,292790,7010,iqSchGreg1,genomic DNA,Gnomon,126325505,protein_coding,uncharacterized LOC126325505,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,189192,191017,-
LOC126325506,NW_026062282.1,RefSeq S. gregaria unplaced genomic region,292790,7010,iqSchGreg1,genomic DNA,Gnomon,126325506,protein_coding,uncharacterized LOC126325506,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,256331,258268,+
LOC126325509,NW_026062282.1,RefSeq S. gregaria unplaced genomic region,292790,7010,iqSchGreg1,genomic DNA,Gnomon,126325509,protein_coding,uncharacterized LOC126325509,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,175077,175862,-
LOC126325510,NW_026062282.1,RefSeq S. gregaria unplaced genomic region,292790,7010,iqSchGreg1,genomic DNA,Gnomon,126325510,protein_coding,uncharacterized LOC126325510,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,174252,175065,+
LOC126325511,NW_026062282.1,RefSeq S. gregaria unplaced genomic region,292790,7010,iqSchGreg1,genomic DNA,Gnomon,126325511,lncRNA,uncharacterized LOC126325511,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,193061,193859,-
LOC126325515,NW_026062282.1,RefSeq S. gregaria unplaced genomic region,292790,7010,iqSchGreg1,genomic DNA,Gnomon,126325515,protein_coding,uncharacterized LOC126325515,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,123041,126198,+
LOC126325521,NW_026062282.1,RefSeq S. gregaria unplaced genomic region,292790,7010,iqSchGreg1,genomic DNA,Gnomon,126325521,lncRNA,uncharacterized LOC126325521,Low-information RefSeq gene,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,273967,275953,+
