DEG_context,gene_id,seqid,start,end,midpoint,strand,seq_start,seq_end,chromosome,genome,chromosome_class,region_name,region_chromosome,region_genome,taxon,isolate,mol_type,tissue_type,region_length_bp,source,gff_gene_id,gff_description,gff_biotype,gff_gbkey,Description,gene_biotype,GOs,KEGG_ko,KEGG_Pathway,PFAMs,exact_deg_contrasts,annotation_text,has_domain_annotation,origin_evidence_class,origin_screen_priority,region_claim
Diet DEGs in infected,LOC126315280,NW_026061960.1,19845,26487,23166,-,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315280,uncharacterized LOC126315280,protein_coding,Gene,uncharacterized LOC126315280,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126315280 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315257,NW_026061960.1,27293,29395,28344,-,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315257,putative ankyrin repeat protein RF_0381,protein_coding,Gene,putative ankyrin repeat protein RF_0381,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,putative ankyrin repeat protein RF_0381 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315245,NW_026061960.1,36457,41424,38940.5,+,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315245,uncharacterized LOC126315245,protein_coding,Gene,uncharacterized LOC126315245,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126315245 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315403,NW_026061960.1,45534,48806,47170,-,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315403,uncharacterized LOC126315403,protein_coding,Gene,uncharacterized LOC126315403,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126315403 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315223,NW_026061960.1,56200,57655,56927.5,-,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315223,ras-related C3 botulinum toxin substrate 1-like,protein_coding,Gene,ras-related C3 botulinum toxin substrate 1-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,ras-related C3 botulinum toxin substrate 1-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315242,NW_026061960.1,75370,77023,76196.5,+,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315242,uncharacterized LOC126315242,protein_coding,Gene,uncharacterized LOC126315242,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126315242 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315269,NW_026061960.1,83070,84031,83550.5,+,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315269,nurim-like,protein_coding,Gene,nurim-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,nurim-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315266,NW_026061960.1,84033,87165,85599,-,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315266,"60 kDa heat shock protein, mitochondrial-like",protein_coding,Gene,60 kDa heat shock protein%2C mitochondrial-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,60 kDa heat shock protein%2C mitochondrial-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315270,NW_026061960.1,87428,88916,88172,-,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315270,elongin-C-like,protein_coding,Gene,elongin-C-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,elongin-C-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315264,NW_026061960.1,90123,93179,91651,+,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315264,uncharacterized LOC126315264,protein_coding,Gene,uncharacterized LOC126315264,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126315264 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315271,NW_026061960.1,102937,106664,104800.5,-,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315271,"2-oxoglutarate dehydrogenase, mitochondrial-like",protein_coding,Gene,2-oxoglutarate dehydrogenase%2C mitochondrial-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,2-oxoglutarate dehydrogenase%2C mitochondrial-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315407,NW_026061960.1,107551,108589,108070,+,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315407,uncharacterized LOC126315407,protein_coding,Gene,uncharacterized LOC126315407,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126315407 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315278,NW_026061960.1,108682,110867,109774.5,+,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315278,leucine-rich repeat-containing protein 40-like,protein_coding,Gene,leucine-rich repeat-containing protein 40-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,leucine-rich repeat-containing protein 40-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315304,NW_026061960.1,110923,113255,112089,-,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315304,ras-specific guanine nucleotide-releasing factor 1-like,protein_coding,Gene,ras-specific guanine nucleotide-releasing factor 1-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,ras-specific guanine nucleotide-releasing factor 1-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315332,NW_026061960.1,113846,114937,114391.5,+,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315332,uncharacterized LOC126315332,protein_coding,Gene,uncharacterized LOC126315332,protein_coding,"GO:0003674,GO:0005048,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005786,GO:0006605,GO:0006612,GO:0006613,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0012505,GO:0015031,GO:0015833,GO:0032991,GO:0033036,GO:0033218,GO:0034613,GO:0042277,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0045184,GO:0046907,GO:0048500,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070727,GO:0071702,GO:0071705,GO:0072657,GO:0090150,GO:1990904",ko:K13250,"ko04141,map04141",TRAP_beta,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"uncharacterized LOC126315332 | GO:0003674,GO:0005048,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005786,GO:0006605,GO:0006612,GO:0006613,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0012505,GO:0015031,GO:0015833,GO:0032991,GO:0033036,GO:0033218,GO:0034613,GO:0042277,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0045184,GO:0046907,GO:0048500,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070727,GO:0071702,GO:0071705,GO:0072657,GO:0090150,GO:1990904 | ko:K13250 | ko04141,map04141 | TRAP_beta | Diet contrasts among infected | Infected 33 vs 50 | Downregulated",TRUE,Uncharacterized but has domains,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315253,NW_026061960.1,116185,119588,117886.5,+,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315253,twinkle mtDNA helicase-like,protein_coding,Gene,twinkle mtDNA helicase-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,twinkle mtDNA helicase-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315249,NW_026061960.1,138336,140092,139214,+,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315249,uncharacterized LOC126315249,protein_coding,Gene,uncharacterized LOC126315249,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126315249 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315241,NW_026061960.1,142193,145051,143622,-,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315241,protease 4-like,protein_coding,Gene,protease 4-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,protease 4-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315263,NW_026061960.1,145120,149719,147419.5,+,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315263,integrator complex subunit 3-like,protein_coding,Gene,integrator complex subunit 3-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,integrator complex subunit 3-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315226,NW_026061960.1,152902,154331,153616.5,+,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315226,tRNA-specific 2-thiouridylase MnmA-like,protein_coding,Gene,tRNA-specific 2-thiouridylase MnmA-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,tRNA-specific 2-thiouridylase MnmA-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315423,NW_026061960.1,156063,159930,157996.5,-,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315423,uncharacterized LOC126315423,protein_coding,Gene,uncharacterized LOC126315423,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126315423 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315425,NW_026061960.1,161058,163642,162350,+,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315425,uncharacterized LOC126315425,protein_coding,Gene,uncharacterized LOC126315425,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126315425 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315424,NW_026061960.1,163765,166636,165200.5,-,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315424,uncharacterized LOC126315424,protein_coding,Gene,uncharacterized LOC126315424,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126315424 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315309,NW_026061960.1,169998,172534,171266,+,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315309,folic acid synthesis protein FOL1-like,protein_coding,Gene,folic acid synthesis protein FOL1-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,folic acid synthesis protein FOL1-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315306,NW_026061960.1,173628,176496,175062,+,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315306,putative pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1,protein_coding,Gene,putative pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,putative pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315308,NW_026061960.1,176488,180080,178284,-,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315308,uncharacterized LOC126315308,protein_coding,Gene,uncharacterized LOC126315308,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126315308 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315383,NW_026061960.1,180317,182174,181245.5,+,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315383,coatomer subunit delta-like,protein_coding,Gene,coatomer subunit delta-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,coatomer subunit delta-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315382,NW_026061960.1,186328,190217,188272.5,-,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315382,uncharacterized LOC126315382,protein_coding,Gene,uncharacterized LOC126315382,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126315382 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315385,NW_026061960.1,191255,192184,191719.5,+,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315385,mediator of RNA polymerase II transcription subunit 21-like,protein_coding,Gene,mediator of RNA polymerase II transcription subunit 21-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,mediator of RNA polymerase II transcription subunit 21-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315452,NW_026061960.1,192737,197653,195195,+,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315452,protein KRI1 homolog,protein_coding,Gene,protein KRI1 homolog,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,protein KRI1 homolog | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126315453,NW_026061960.1,197050,199294,198172,-,1,597154,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,597154,Gnomon,126315453,uncharacterized LOC126315453,protein_coding,Gene,uncharacterized LOC126315453,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126315453 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
