gene_id	seqid	sequence_length	description	gene_biotype	mapping_support	n_contrasts	contrasts	min_padj	max_abs_log2FoldChange	competitive_host_retained_fraction	host_counts_not_retained
LOC126318646	NW_026062056.1	187012	uncharacterized LOC126318646	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	6.484939915838774e-26	21.63374479174875	1.0	0.0
LOC126318651	NW_026062056.1	187012	elongation factor 1-beta-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0109129985706351	7.817412937666717	1.0	0.0
LOC126318670	NW_026062059.1	117526	pre-mRNA-processing-splicing factor 8-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0432183030178234	5.770468637579583	1.0	0.0
LOC126318672	NW_026062059.1	117526	chromatin-remodeling ATPase INO80-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0365661602886898	5.543673915491017	1.0	0.0
LOC126318673	NW_026062059.1	117526	pre-mRNA-processing factor 6-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0357941894989518	5.639761041991875	1.0	0.0
LOC126318674	NW_026062059.1	117526	rho-associated protein kinase let-502-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.049438594096273	5.7315172123864775	1.0	0.0
LOC126318676	NW_026062059.1	117526	ras guanine nucleotide exchange factor A-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0361421888154404	5.98991214688983	1.0	0.0
LOC126318685	NW_026062059.1	117526	uncharacterized LOC126318685	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	4.492870352207349e-23	22.318083527306634	1.0	0.0
LOC126318692	NW_026062059.1	117526	V-type proton ATPase subunit D-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0453999577671057	5.880726479535534	1.0	0.0
LOC126318698	NW_026062059.1	117526	uncharacterized LOC126318698	lncRNA	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0232004788453257	7.1298847113074855	1.0	0.0
LOC126318706	NW_026062059.1	117526	ras-related GTP-binding protein A-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0457345536887499	5.4443167015035066	1.0	0.0
LOC126319841	NW_026062071.1	621335	uncharacterized LOC126319841	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0435266621063347	5.878554833742791	1.0	0.0
LOC126319844	NW_026062071.1	621335	uncharacterized LOC126319844	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0339546106696041	6.040388038836567	1.0	0.0
LOC126319845	NW_026062071.1	621335	AP-3 complex subunit beta-2-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0422860845393586	5.843637159062823	1.0	0.0
LOC126319846	NW_026062071.1	621335	guanine nucleotide-binding protein subunit beta-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0389216610784076	6.064603651029247	1.0	0.0
LOC126319848	NW_026062071.1	621335	uncharacterized LOC126319848	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0057861365277665	7.769149133181557	1.0	0.0
LOC126319849	NW_026062071.1	621335	uncharacterized LOC126319849	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0364579541378434	6.50288798088379	1.0	0.0
LOC126319850	NW_026062071.1	621335	uncharacterized LOC126319850	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0453327570438599	5.905728392979913	1.0	0.0
LOC126319853	NW_026062071.1	621335	uncharacterized LOC126319853	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0382255081061102	6.249255367776074	1.0	0.0
LOC126319857	NW_026062071.1	621335	uncharacterized LOC126319857	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0401228333051272	6.122446482580918	1.0	0.0
LOC126319860	NW_026062071.1	621335	nuclear pore membrane glycoprotein 210-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0319954514525205	6.418277362153887	1.0	0.0
LOC126319861	NW_026062071.1	621335	transmembrane emp24 domain-containing protein A-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0446846352399626	5.507216807637419	1.0	0.0
LOC126319863	NW_026062071.1	621335	trafficking protein particle complex subunit 11-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0243808454651399	6.049406941605368	1.0	0.0
LOC126319864	NW_026062071.1	621335	uncharacterized LOC126319864	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0414609472499256	5.536096688732912	1.0	0.0
LOC126319866	NW_026062071.1	621335	uncharacterized LOC126319866	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0319954514525205	6.379348381242161	1.0	0.0
LOC126319868	NW_026062071.1	621335	ras-related protein Rab-1B-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0414475396635705	5.717840108677748	1.0	0.0
LOC126319871	NW_026062071.1	621335	uncharacterized LOC126319871	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0389216610784076	6.019827454754058	1.0	0.0
LOC126319874	NW_026062071.1	621335	uncharacterized LOC126319874	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0326878505963037	5.990851039862492	1.0	0.0
LOC126319876	NW_026062071.1	621335	inositol 2-dehydrogenase-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0499793662930493	6.108413365584097	1.0	0.0
LOC126319878	NW_026062071.1	621335	uncharacterized LOC126319878	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0326878505963037	6.463597087415926	1.0	0.0
LOC126319879	NW_026062071.1	621335	protein raptor homolog	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0432183030178234	5.451025428890047	1.0	0.0
LOC126319883	NW_026062071.1	621335	extracellular serine proteinase-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0445935454522398	5.637069866630491	1.0	0.0
LOC126319884	NW_026062071.1	621335	uncharacterized LOC126319884	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0329829160445666	6.318099505993953	1.0	0.0
LOC126319885	NW_026062071.1	621335	crustapain-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0339546106696041	5.740261770018881	1.0	0.0
LOC126319886	NW_026062071.1	621335	rap1 GTPase-GDP dissociation stimulator 1-A-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0408749236692479	5.535382310865835	1.0	0.0
LOC126319891	NW_026062071.1	621335	uncharacterized LOC126319891	lncRNA	Significant in both mappings	3	infected_diet33_vs50;infection_average_all_diets;infection_diet33	0.0157933994013046	7.31900689889788	1.0	0.0
LOC126319894	NW_026062071.1	621335	uncharacterized LOC126319894	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0472723700109022	5.841022616741034	1.0	0.0
LOC126319896	NW_026062071.1	621335	uncharacterized LOC126319896	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0319954514525205	6.64551074023099	1.0	0.0
LOC126319898	NW_026062071.1	621335	myosin-2 heavy chain, non muscle-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0360329958682104	5.455154312706154	1.0	0.0
LOC126319901	NW_026062071.1	621335	vacuolar protein sorting-associated protein 4-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0399939541563011	5.922175220799666	1.0	0.0
LOC126319906	NW_026062071.1	621335	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0268778720515373	7.073501923920274	1.0	0.0
LOC126319911	NW_026062071.1	621335	la-related protein 4-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0407875848929355	6.244941575222477	1.0	0.0
LOC126319912	NW_026062071.1	621335	phospholipid-transporting ATPase ABCA3-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0275088540800155	6.495607126779255	1.0	0.0
LOC126319913	NW_026062071.1	621335	uncharacterized LOC126319913	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0487625685177	5.358330170092971	1.0	0.0
LOC126319915	NW_026062071.1	621335	cullin-4A-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0324215271093804	5.74387758542303	1.0	0.0
LOC126319918	NW_026062071.1	621335	nuclear pore complex protein Nup93-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.034723943745276	6.456633202254465	1.0	0.0
LOC126319923	NW_026062071.1	621335	uncharacterized LOC126319923	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0200807917326282	6.3825168029065225	1.0	0.0
LOC126319924	NW_026062071.1	621335	uncharacterized LOC126319924	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.034723943745276	6.232889100635811	1.0	0.0
LOC126319930	NW_026062071.1	621335	uncharacterized LOC126319930	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0162015588859519	7.441574889691809	1.0	0.0
LOC126319933	NW_026062071.1	621335	uncharacterized LOC126319933	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0275088540800155	6.642335582839909	1.0	0.0
LOC126319934	NW_026062071.1	621335	aldo-keto reductase family 1 member B1-like	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	9.41116005811017e-25	22.282685920590502	1.0	0.0
LOC126319935	NW_026062071.1	621335	uncharacterized LOC126319935	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	1.3242596461145769e-27	22.057679375079573	1.0	0.0
LOC126319936	NW_026062071.1	621335	uncharacterized LOC126319936	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	2.0593089637395368e-21	22.217332727135897	1.0	0.0
LOC126319937	NW_026062071.1	621335	uncharacterized LOC126319937	lncRNA	Significant in both mappings	1	infected_diet33_vs50	0.040944158965449	6.228442719636357	1.0	0.0
LOC126319939	NW_026062071.1	621335	uncharacterized LOC126319939	lncRNA	Significant in both mappings	1	infected_diet33_vs50	0.0414475396635705	5.619069123977414	1.0	0.0
LOC126319940	NW_026062071.1	621335	aspartate aminotransferase, mitochondrial-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0401228333051272	6.762239462140675	1.0	0.0
LOC126319950	NW_026062071.1	621335	alcohol dehydrogenase class-3-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0309044943592768	6.740645974162091	1.0	0.0
LOC126319951	NW_026062071.1	621335	phosphatidylinositol 4-kinase-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.036447267090227	6.068440241384941	1.0	0.0
LOC126319952	NW_026062071.1	621335	H(+)/Cl(-) exchange transporter 7-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0301468610941199	6.516792378259403	1.0	0.0
LOC126319954	NW_026062071.1	621335	uncharacterized LOC126319954	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0407875848929355	5.958942378183344	1.0	0.0
LOC126319956	NW_026062071.1	621335	uncharacterized LOC126319956	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0351431772545874	6.220122733323497	1.0	0.0
LOC126319957	NW_026062071.1	621335	probable replication factor C subunit 4	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0420097118865425	5.868563103976607	1.0	0.0
LOC126319963	NW_026062071.1	621335	anaphase-promoting complex subunit cdc20-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0491134634426208	5.793929360503084	1.0	0.0
LOC126319965	NW_026062071.1	621335	uncharacterized LOC126319965	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0339546106696041	6.139956280370276	1.0	0.0
LOC126319968	NW_026062071.1	621335	uncharacterized LOC126319968	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	1.6963047386316514e-27	23.185767940328734	1.0	0.0
LOC126319972	NW_026062071.1	621335	uncharacterized LOC126319972	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0387827178176067	5.5525545709879065	1.0	0.0
LOC126319973	NW_026062071.1	621335	probable valine--tRNA ligase, cytoplasmic	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0389216610784076	5.895299566133778	1.0	0.0
LOC126319975	NW_026062071.1	621335	uncharacterized LOC126319975	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0444141116897844	5.706717147253948	1.0	0.0
LOC126319977	NW_026062071.1	621335	dnaJ homolog subfamily A member 4-like	protein_coding	Significant in both mappings	3	infected_diet33_vs50;infection_average_all_diets;infection_diet33	0.0239865464474141	6.452294738540588	1.0	0.0
LOC126319978	NW_026062071.1	621335	V-type proton ATPase subunit d-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0349259161162311	6.161841097222652	1.0	0.0
LOC126319984	NW_026062071.1	621335	tyrosine-protein phosphatase 3-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0380142389159576	5.628450222806529	1.0	0.0
LOC126319985	NW_026062071.1	621335	uncharacterized LOC126319985	lncRNA	Significant in both mappings	1	infected_diet33_vs50	0.0433444074842876	5.972088369097576	1.0	0.0
LOC126319988	NW_026062071.1	621335	charged multivesicular body protein 2a homolog 2-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0195546944975661	7.032488671775194	1.0	0.0
LOC126319994	NW_026062071.1	621335	uncharacterized LOC126319994	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_average_all_diets	0.0423963633961676	5.373725227776806	1.0	0.0
LOC126319996	NW_026062071.1	621335	U4/U6.U5 tri-snRNP-associated protein 1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0224094749216708	6.404381470677659	1.0	0.0
LOC126319998	NW_026062071.1	621335	uncharacterized LOC126319998	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0333084731359573	6.41746239611018	1.0	0.0
LOC126320001	NW_026062071.1	621335	uncharacterized LOC126320001	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0339546106696041	5.725188946356157	1.0	0.0
LOC126320352	NW_026062094.1	84846	ankyrin repeat, bromo and BTB domain-containing protein DDB_G0293800-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0326878505963037	6.325215726832454	1.0	0.0
LOC126320354	NW_026062094.1	84846	uncharacterized LOC126320354	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0213912734342779	7.4345118771185295	1.0	0.0
LOC126320356	NW_026062094.1	84846	myosin light chain kinase A-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0449035785767953	6.000807367072782	1.0	0.0
LOC126320360	NW_026062094.1	84846	guanine exchange factor for Rac 30-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0301468610941199	5.786399226080834	1.0	0.0
LOC126320362	NW_026062094.1	84846	uncharacterized LOC126320362	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0301468610941199	6.2894709623543985	1.0	0.0
LOC126320364	NW_026062094.1	84846	uncharacterized LOC126320364	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0359443130843009	5.425311853213269	1.0	0.0
