	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126267776	phenylalanine--tRNA ligase beta subunit	1779	8	0.0	99.46	6	P:GO:0006432; F:GO:0000287; F:GO:0003723; F:GO:0004826; F:GO:0005524; C:GO:0005737	P:phenylalanyl-tRNA aminoacylation; F:magnesium ion binding; F:RNA binding; F:phenylalanine-tRNA ligase activity; F:ATP binding; C:cytoplasm			G3DSA:3.30.930.10:FF:000032 (FUNFAM); G3DSA:3.50.40.10:FF:000002 (FUNFAM); G3DSA:3.30.56.10:FF:000005 (FUNFAM); IPR041616 (PFAM); G3DSA:3.30.56.10 (GENE3D); IPR005146 (PFAM); IPR005147 (PFAM); IPR020825 (G3DSA:3.50.40.GENE3D); G3DSA:3.30.56.10 (GENE3D); IPR040659 (PFAM); IPR004531 (NCBIFAM); IPR045864 (G3DSA:3.30.930.GENE3D); IPR005147 (PROSITE_PROFILES); IPR041616 (CDD); IPR045864 (SUPERFAMILY); IPR009061 (SUPERFAMILY); IPR009061 (SUPERFAMILY); SSF56037 (SUPERFAMILY)	P:GO:0006432; F:GO:0000166; F:GO:0000287; F:GO:0003723; F:GO:0004826; F:GO:0005524; C:GO:0005737	P:phenylalanyl-tRNA aminoacylation; F:nucleotide binding; F:magnesium ion binding; F:RNA binding; F:phenylalanine-tRNA ligase activity; F:ATP binding; C:cytoplasm
true	[INTERPRO, BLASTED, MAPPED]	LOC126267792	ankyrin repeat domain-containing protein 17	53022	20	4.85E-245	72.88	3	P:GO:0010468; F:GO:0003676; F:GO:0003723	P:regulation of gene expression; F:nucleic acid binding; F:RNA binding			IPR027267 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126267827	putative thiamine transporter SLC35F3 isoform X5	9573	20	2.62E-80	29.39						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126267864	conserved oligomeric Golgi complex subunit 7	2220	9	0.0	99.49	2	P:GO:0006886; C:GO:0017119	P:intracellular protein transport; C:Golgi transport complex			IPR019335 (PFAM)	P:GO:0006886; C:GO:0017119	P:intracellular protein transport; C:Golgi transport complex
true	[INTERPRO, BLASTED]	LOC126267874	uncharacterized protein ZC84.1-like	576	5	3.47E-122	96.77						IPR006149 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126267901	uncharacterized protein LOC126267901	591	5	1.81E-149	98.07						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	LOC126267885	tenascin-like isoform X1	2118	6	3.93E-179	47.56						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	LOC126272944	uncharacterized protein LOC126272944	972	1	8.28E-248	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	LOC126267912	prion-like-(Q/N-rich) domain-bearing protein 25	1011	5	6.42E-263	98.81						IPR006149 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED]	LOC126304410	nanos homolog 2	1620	10	4.46E-180	62.36	5	P:GO:0006417; F:GO:0003723; F:GO:0008270; F:GO:0046872; C:GO:0005737	P:regulation of translation; F:RNA binding; F:zinc ion binding; F:metal ion binding; C:cytoplasm			IPR038129 (G3DSA:4.10.60.GENE3D); IPR024161 (PFAM); IPR024161 (PROSITE_PROFILES)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126304657	uncharacterized protein LOC126304657	387	1	9.8E-87	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126267922	longitudinals lacking protein, isoforms H/M/V	3201	13	3.98E-144	86.09	2	F:GO:0003677; F:GO:0005515	F:DNA binding; F:protein binding			IPR017956 (PRINTS); IPR011333 (G3DSA:3.30.710.GENE3D); IPR000210 (PFAM); IPR011333 (G3DSA:3.30.710.GENE3D); IPR011333 (G3DSA:3.30.710.GENE3D); IPR000210 (PROSITE_PROFILES); IPR000210 (PROSITE_PROFILES); cd18315 (CDD); IPR011333 (SUPERFAMILY); IPR011333 (SUPERFAMILY); IPR011333 (SUPERFAMILY); IPR011333 (SUPERFAMILY); IPR011333 (SUPERFAMILY)	F:GO:0003677; F:GO:0005515	F:DNA binding; F:protein binding
true	[INTERPRO, BLASTED]	LOC126267950	protein preli-like	651	3	8.15E-156	99.85						IPR006797 (PFAM); IPR006797 (PROSITE_PROFILES)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126267944	alpha-2-macroglobulin receptor-associated protein isoform X1	2160	5	9.3E-213	60.88	3	F:GO:0008201; F:GO:0050750; C:GO:0005783	F:heparin binding; F:low-density lipoprotein particle receptor binding; C:endoplasmic reticulum			IPR010483 (PFAM); IPR036744 (G3DSA:1.20.81.GENE3D); IPR037999 (CDD); IPR036744 (SUPERFAMILY); IPR036744 (SUPERFAMILY)	F:GO:0008201; F:GO:0050750; C:GO:0005783	F:heparin binding; F:low-density lipoprotein particle receptor binding; C:endoplasmic reticulum
true	[INTERPRO, BLASTED]	LOC126267958	protein wings apart-like	3567	6	0.0	99.79						G3DSA:1.25.10.10:FF:000374 (FUNFAM); IPR022771 (PFAM); IPR011989 (G3DSA:1.25.10.GENE3D); IPR012502 (PROSITE_PROFILES); IPR016024 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126267964	BRISC and BRCA1-A complex member 2-like	1155	4	4.38E-283	99.54	2	C:GO:0070531; C:GO:0070552	C:BRCA1-A complex; C:BRISC complex			IPR010358 (PFAM)	C:GO:0070531; C:GO:0070552	C:BRCA1-A complex; C:BRISC complex
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126267992	mitochondrial coenzyme A transporter SLC25A42	1089	6	2.82E-236	98.1	2	P:GO:0055085; C:GO:0005743	P:transmembrane transport; C:mitochondrial inner membrane			IPR002067 (PRINTS); IPR002167 (PRINTS); IPR018108 (PFAM); IPR023395 (G3DSA:1.50.40.GENE3D); IPR018108 (PROSITE_PROFILES); IPR018108 (PROSITE_PROFILES); IPR018108 (PROSITE_PROFILES); IPR023395 (SUPERFAMILY)	P:GO:0055085; C:GO:0005743	P:transmembrane transport; C:mitochondrial inner membrane
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126268001	calmodulin-like protein 4	447	3	1.27E-103	99.78	1	F:GO:0005509	F:calcium ion binding			G3DSA:1.10.238.10:FF:000216 (FUNFAM); G3DSA:1.10.238.10 (GENE3D); G3DSA:1.10.238.10 (GENE3D); IPR002048 (PFAM); IPR002048 (CDD); IPR011992 (SUPERFAMILY)	F:GO:0005509	F:calcium ion binding
true	[INTERPRO, BLASTED]	LOC126267979	centromere protein I-like isoform X1	5739	18	1.26E-194	35.28						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126267969	ATP-dependent 6-phosphofructokinase-like	2628	6	0.0	99.58	5	P:GO:0006002; P:GO:0006096; F:GO:0003872; F:GO:0005524; C:GO:0005737	P:fructose 6-phosphate metabolic process; P:glycolytic process; F:6-phosphofructokinase activity; F:ATP binding; C:cytoplasm			IPR022953 (PRINTS); G3DSA:3.40.50.450:FF:000043 (FUNFAM); G3DSA:3.40.50.460:FF:000003 (FUNFAM); G3DSA:3.40.50.460:FF:000008 (FUNFAM); IPR009161 (NCBIFAM); IPR009161 (PIRSF); IPR035966 (G3DSA:3.40.50.GENE3D); G3DSA:3.40.50.450 (GENE3D); G3DSA:3.40.50.450 (GENE3D); IPR035966 (G3DSA:3.40.50.GENE3D); IPR000023 (PFAM); IPR009161 (HAMAP); IPR035966 (SUPERFAMILY); IPR035966 (SUPERFAMILY)	P:GO:0006002; P:GO:0006096; F:GO:0003872; F:GO:0005524; C:GO:0005737	P:fructose 6-phosphate metabolic process; P:glycolytic process; F:6-phosphofructokinase activity; F:ATP binding; C:cytoplasm
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126268008	neuronal acetylcholine receptor subunit alpha-7-like	1341	7	0.0	95.08	4	P:GO:0034220; F:GO:0004888; F:GO:0022848; C:GO:0045211	P:monoatomic ion transmembrane transport; F:transmembrane signaling receptor activity; F:acetylcholine-gated monoatomic cation-selective channel activity; C:postsynaptic membrane			IPR006201 (PRINTS); IPR002394 (PRINTS); G3DSA:1.20.58.390:FF:000073 (FUNFAM); G3DSA:2.70.170.10:FF:000016 (FUNFAM); IPR006029 (PFAM); IPR038050 (G3DSA:1.20.58.GENE3D); IPR036734 (G3DSA:2.70.170.GENE3D); IPR006202 (PFAM); IPR038050 (G3DSA:1.20.58.GENE3D); IPR006201 (NCBIFAM); PIRSR608127-51 (PIRSR); PIRSR605437-50 (PIRSR); cd19051 (CDD); cd18997 (CDD); IPR036719 (SUPERFAMILY); IPR036734 (SUPERFAMILY)	P:GO:0006811; P:GO:0034220; F:GO:0004888; F:GO:0005216; F:GO:0005230; F:GO:0022848; C:GO:0016020; C:GO:0045211	P:monoatomic ion transport; P:monoatomic ion transmembrane transport; F:transmembrane signaling receptor activity; F:monoatomic ion channel activity; F:extracellular ligand-gated monoatomic ion channel activity; F:acetylcholine-gated monoatomic cation-selective channel activity; C:membrane; C:postsynaptic membrane
true	[INTERPRO, BLASTED]	LOC126268017	uncharacterized protein LOC126268017	597	1	1.58E-126	100.0						IPR008978 (G3DSA:2.60.40.GENE3D); IPR002068 (PFAM); PIRSR036514-1 (PIRSR); IPR002068 (PROSITE_PROFILES); cd06526 (CDD); IPR008978 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126268009	60S ribosomal protein L4	1296	3	1.5E-245	99.69	3	P:GO:0006412; F:GO:0003735; C:GO:0005840	P:translation; F:structural constituent of ribosome; C:ribosome			G3DSA:3.40.1370.10:FF:000002 (FUNFAM); IPR002136 (PFAM); IPR023574 (G3DSA:3.40.1370.GENE3D); IPR025755 (PFAM); IPR023574 (SUPERFAMILY)	P:GO:0006412; F:GO:0003735; C:GO:0005840	P:translation; F:structural constituent of ribosome; C:ribosome
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126268039	pre-mRNA-splicing factor SPF27	639	6	9.55E-153	98.69	1	P:GO:0006397	P:mRNA processing			IPR008409 (PFAM)	P:GO:0006397	P:mRNA processing
true	[INTERPRO, BLASTED]	LOC126268025	colorectal mutant cancer protein isoform X2	5694	14	6.97E-199	58.31						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	LOC126268052	uncharacterized protein LOC126268052	1734	8	9.88E-144	87.91						G3DSA:1.20.120.1250 (GENE3D)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126268120	single-strand selective monofunctional uracil DNA glycosylase	849	7	1.96E-214	97.01	2	P:GO:0006284; F:GO:0017065	P:base-excision repair; F:single-strand selective uracil DNA N-glycosylase activity			G3DSA:3.40.470.10:FF:000005 (FUNFAM); IPR005122 (PFAM); IPR036895 (G3DSA:3.40.470.GENE3D); IPR039134 (CDD); IPR036895 (SUPERFAMILY)	P:GO:0006284; F:GO:0017065	P:base-excision repair; F:single-strand selective uracil DNA N-glycosylase activity
true	[INTERPRO, BLASTED]	LOC126268095	uncharacterized protein LOC126268095	1749	5	0.0	94.51						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED]	LOC126268066	microtubule-associated protein futsch isoform X1	37887	15	0.0	52.82	4	P:GO:0001510; P:GO:0034470; F:GO:0008757; C:GO:0016020	P:RNA methylation; P:obsolete ncRNA processing; F:S-adenosylmethionine-dependent methyltransferase activity; C:membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED]	LOC126268104	uncharacterized protein LOC126268104 isoform X2	4881	12	1.57E-156	89.22	1	C:GO:0016020	C:membrane			IPR001507 (PROSITE_PROFILES)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126268143	WD repeat-containing protein 44	5847	10	0.0	90.33	1	F:GO:0005515	F:protein binding			IPR015943 (G3DSA:2.130.10.GENE3D); IPR001680 (PFAM); IPR015943 (G3DSA:2.130.10.GENE3D); PS50294 (PROSITE_PROFILES); PS50294 (PROSITE_PROFILES); PS50294 (PROSITE_PROFILES); PS50294 (PROSITE_PROFILES); IPR001680 (PROSITE_PROFILES); IPR001680 (PROSITE_PROFILES); IPR001680 (PROSITE_PROFILES); IPR001680 (PROSITE_PROFILES); IPR001680 (PROSITE_PROFILES); PS50294 (PROSITE_PROFILES); PS50294 (PROSITE_PROFILES); IPR001680 (PROSITE_PROFILES); cd00200 (CDD); cd00200 (CDD); IPR036322 (SUPERFAMILY); IPR036322 (SUPERFAMILY); IPR036322 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED]	LOC126268153	synaptic functional regulator FMR1	1817	6	0.0	91.24						G3DSA:2.30.30.140:FF:000001 (FUNFAM); G3DSA:2.30.30.140:FF:000002 (FUNFAM); G3DSA:2.30.30.140 (GENE3D); IPR041560 (PFAM); IPR008395 (PFAM); IPR040472 (PFAM); G3DSA:2.30.30.140 (GENE3D); IPR041560 (PROSITE_PROFILES); IPR041560 (PROSITE_PROFILES); cd20402 (CDD); cd22425 (CDD)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126268158	WD repeat-containing protein 74	1134	6	5.71E-280	99.51	1	F:GO:0005515	F:protein binding			IPR015943 (G3DSA:2.130.10.GENE3D); IPR015943 (G3DSA:2.130.10.GENE3D); IPR001680 (PFAM); IPR036322 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126268162	DNA-directed RNA polymerase II subunit GRINL1A	1731	8	1.36E-119	95.09	3	P:GO:0006368; F:GO:0003711; C:GO:0005634	P:transcription elongation by RNA polymerase II; F:transcription elongation factor activity; C:nucleus			IPR026213 (PFAM)	P:GO:0006368; F:GO:0003711; C:GO:0005634	P:transcription elongation by RNA polymerase II; F:transcription elongation factor activity; C:nucleus
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126268166	trafficking protein particle complex subunit 1	435	2	7.11E-99	99.66	2	P:GO:0016192; C:GO:0030008	P:vesicle-mediated transport; C:TRAPP complex			G3DSA:3.30.450.70:FF:000004 (FUNFAM); IPR007233 (PFAM); G3DSA:3.30.450.70 (GENE3D); cd14855 (CDD); IPR011012 (SUPERFAMILY)	P:GO:0016192; C:GO:0030008	P:vesicle-mediated transport; C:TRAPP complex
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126268171	uncharacterized protein LOC126268171	585	1	2.58E-114	100.0	3	P:GO:0030431; P:GO:0032222; P:GO:1903818	P:sleep; P:regulation of synaptic transmission, cholinergic; P:positive regulation of voltage-gated potassium channel activity			IPR031424 (PFAM)	P:GO:0030431; P:GO:0032222; P:GO:1903818	P:sleep; P:regulation of synaptic transmission, cholinergic; P:positive regulation of voltage-gated potassium channel activity
true	[INTERPRO, BLASTED, MAPPED]	LOC126268178	cytosolic carboxypeptidase-like protein 5 isoform X1	6873	14	0.0	82.37	4	P:GO:0006508; F:GO:0004181; F:GO:0008233; F:GO:0008270	P:proteolysis; F:metallocarboxypeptidase activity; F:peptidase activity; F:zinc ion binding			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126268188	RNA recognition motif domain-containing protein	4503	7	1.48E-136	57.09	1	F:GO:0046872	F:metal ion binding			G3DSA:4.10.1000.10:FF:000006 (FUNFAM); G3DSA:4.10.1000.10 (GENE3D); IPR048995 (PFAM); IPR000571 (PROSITE_PROFILES); IPR036855 (SUPERFAMILY)	F:GO:0046872	F:metal ion binding
true	[INTERPRO, BLASTED, MAPPED]	LOC126268202	afadin-like isoform X1	1791	8	4.65E-159	84.34	1	C:GO:0016020	C:membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126268217	5-phosphohydroxy-L-lysine phospho-lyase-like isoform X1	2664	12	1.11E-177	57.67	2	F:GO:0008483; F:GO:0030170	F:transaminase activity; F:pyridoxal phosphate binding			IPR015421 (G3DSA:3.40.640.GENE3D); IPR005814 (PFAM); IPR015424 (SUPERFAMILY)	F:GO:0008483; F:GO:0030170	F:transaminase activity; F:pyridoxal phosphate binding
true	[INTERPRO, BLASTED]	LOC126273078	nematocyst expressed protein 3-like	357	1	8.77E-35	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126268227	mite allergen Der p 3-like	819	5	2.1E-204	97.93	2	P:GO:0006508; F:GO:0004252	P:proteolysis; F:serine-type endopeptidase activity			IPR001314 (PRINTS); G3DSA:2.40.10.10:FF:000047 (FUNFAM); IPR001254 (PFAM); IPR043504 (G3DSA:2.40.10.GENE3D); PIRSR001145-3 (PIRSR); PIRSR001149-1 (PIRSR); PIRSR001143-1 (PIRSR); PIRSR001146-1 (PIRSR); PIRSR001150-1 (PIRSR); PIRSR037941-1 (PIRSR); PIRSR001141-1 (PIRSR); PIRSR001149-4 (PIRSR); PIRSR037933-1 (PIRSR); PIRSR001138-1 (PIRSR); PIRSR037935-1 (PIRSR); PIRSR036370-1 (PIRSR); PIRSR036376-50 (PIRSR); PIRSR001145-1 (PIRSR); IPR001254 (PROSITE_PROFILES); IPR001254 (CDD); IPR009003 (SUPERFAMILY)	P:GO:0006508; F:GO:0004252	P:proteolysis; F:serine-type endopeptidase activity
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126268233	anosmin-1	1107	5	1.67E-247	97.66	3	F:GO:0005515; F:GO:0030414; C:GO:0005576	F:protein binding; F:peptidase inhibitor activity; C:extracellular region			IPR036645 (G3DSA:4.10.75.GENE3D); IPR013783 (G3DSA:2.60.40.GENE3D); IPR013783 (G3DSA:2.60.40.GENE3D); IPR003961 (PFAM); IPR008197 (PFAM); IPR008197 (PROSITE_PROFILES); PS51257 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (CDD); cd00199 (CDD); IPR036116 (SUPERFAMILY); IPR036645 (SUPERFAMILY)	F:GO:0005515; F:GO:0030414; C:GO:0005576	F:protein binding; F:peptidase inhibitor activity; C:extracellular region
true	[INTERPRO, BLASTED]	LOC126304856	prothoracicotropic hormone-like	522	3	1.16E-127	96.78						IPR029034 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126268239	myosin heavy chain kinase B	855	5	3.87E-197	99.09	1	F:GO:0005515	F:protein binding			IPR020472 (PRINTS); IPR001680 (PFAM); IPR015943 (G3DSA:2.130.10.GENE3D); IPR015943 (G3DSA:2.130.10.GENE3D); IPR001680 (PROSITE_PROFILES); IPR001680 (PROSITE_PROFILES); IPR036322 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED]	LOC126268254	apolipoprotein D	678	3	2.43E-166	99.41						IPR012674 (G3DSA:2.40.128.GENE3D); cd00301 (CDD); IPR012674 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126268270	zinc finger protein 652-B-like	2256	5	0.0	97.05	2	F:GO:0008270; C:GO:0005634	F:zinc ion binding; C:nucleus			G3DSA:3.30.160.60:FF:000110 (FUNFAM); G3DSA:3.30.160.60:FF:000557 (FUNFAM); G3DSA:3.30.160.60:FF:000671 (FUNFAM); G3DSA:3.30.160.60:FF:001397 (FUNFAM); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); IPR012934 (PFAM); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.40.1800.20 (GENE3D); IPR013087 (PFAM); G3DSA:3.30.160.60 (GENE3D); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR012934 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY); SSF57716 (SUPERFAMILY); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY)	F:GO:0008270; C:GO:0005634	F:zinc ion binding; C:nucleus
true	[INTERPRO, BLASTED]	LOC126304998	cardioactive peptide	447	5	4.96E-101	99.87						IPR024276 (PFAM); PS51257 (PROSITE_PROFILES)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126268286	5-formyltetrahydrofolate cyclo-ligase	600	3	7.6E-139	99.33						G3DSA:3.40.50.10420:FF:000007 (FUNFAM); IPR024185 (G3DSA:3.40.50.GENE3D); IPR002698 (PFAM); IPR002698 (PIRSF); IPR002698 (NCBIFAM); PIRSR006806-1 (PIRSR); IPR037171 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126268302	phospholipid phosphatase 5	813	2	1.21E-202	100.0						IPR000326 (PFAM); G3DSA:1.20.144.10 (GENE3D); cd03390 (CDD); IPR036938 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126268318	kinesin-like protein KIF11-A	3237	6	0.0	99.53	4	P:GO:0007018; F:GO:0003777; F:GO:0005524; F:GO:0008017	P:microtubule-based movement; F:microtubule motor activity; F:ATP binding; F:microtubule binding			IPR001752 (PRINTS); G3DSA:3.40.850.10:FF:000035 (FUNFAM); IPR036961 (G3DSA:3.40.850.GENE3D); IPR001752 (PFAM); IPR025901 (PFAM); IPR001752 (PROSITE_PROFILES); IPR047241 (CDD); IPR027417 (SUPERFAMILY)	P:GO:0007018; F:GO:0003777; F:GO:0005524; F:GO:0008017	P:microtubule-based movement; F:microtubule motor activity; F:ATP binding; F:microtubule binding
true	[INTERPRO, BLASTED]	LOC126305141	piggyBac transposable element-derived protein 3-like	549	1	1.45E-130	100.0						IPR029526 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126268335	ras GTPase-activating-like protein IQGAP1	13659	20	9.72E-152	59.94	1	F:GO:0005515	F:protein binding			G3DSA:2.20.70.10 (GENE3D); IPR000048 (PFAM); G3DSA:1.20.5.190 (GENE3D); G3DSA:1.20.5.190 (GENE3D); IPR008936 (G3DSA:1.10.506.GENE3D); PS50096 (PROSITE_PROFILES); PS50096 (PROSITE_PROFILES); IPR001202 (PROSITE_PROFILES); IPR001202 (PROSITE_PROFILES); PS50096 (PROSITE_PROFILES); PS50096 (PROSITE_PROFILES); PS50096 (PROSITE_PROFILES); PS50096 (PROSITE_PROFILES); PS50096 (PROSITE_PROFILES); IPR001202 (PROSITE_PROFILES); IPR001202 (CDD); IPR001202 (CDD); IPR001202 (CDD); IPR027417 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED]	LOC126268371	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 isoform X1	1671	3	9.34E-159	62.72						G3DSA:3.75.10.10 (GENE3D); G3DSA:3.75.10.10 (GENE3D); SSF55909 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126268397	failed axon connections	1167	4	2.21E-253	99.17						G3DSA:1.20.1050.10 (GENE3D); IPR012336 (PFAM); IPR033468 (PFAM); G3DSA:3.40.30.10 (GENE3D); IPR026928 (SFLD); SFLDG01180 (SFLD); cd03193 (CDD); cd03080 (CDD); IPR036249 (SUPERFAMILY); IPR036282 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126268435	EVI5-like protein isoform X1	14436	20	3.27E-90	71.97						G3DSA:1.10.472.80 (GENE3D); IPR035969 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126273155	uncharacterized protein LOC126273155	582	1	5.61E-138	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126268502	putative peptidyl-prolyl cis-trans isomerase dodo	477	13	3.16E-111	98.02	2	F:GO:0003755; F:GO:0005515	F:peptidyl-prolyl cis-trans isomerase activity; F:protein binding			G3DSA:3.10.50.40:FF:000010 (FUNFAM); G3DSA:2.20.70.10:FF:000085 (FUNFAM); IPR046357 (G3DSA:3.10.50.GENE3D); G3DSA:2.20.70.10 (GENE3D); IPR000297 (PFAM); IPR001202 (PFAM); IPR000297 (PROSITE_PROFILES); IPR001202 (PROSITE_PROFILES); IPR001202 (CDD); SSF54534 (SUPERFAMILY); IPR036020 (SUPERFAMILY)	F:GO:0003755; F:GO:0005515	F:peptidyl-prolyl cis-trans isomerase activity; F:protein binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126268518	Glutamine synthetase	5673	13	8.67E-143	58.65	2	P:GO:0006542; F:GO:0004356	P:glutamine biosynthetic process; F:glutamine synthetase activity			G3DSA:3.30.590.10:FF:000011 (FUNFAM); G3DSA:3.10.20.70:FF:000004 (FUNFAM); IPR036651 (G3DSA:3.10.20.GENE3D); IPR036651 (G3DSA:3.10.20.GENE3D); IPR008147 (PFAM); IPR036651 (G3DSA:3.10.20.GENE3D); IPR036651 (G3DSA:3.10.20.GENE3D); G3DSA:3.30.590.10 (GENE3D); IPR008146 (PROSITE_PROFILES); IPR008147 (PROSITE_PROFILES); IPR036651 (SUPERFAMILY); IPR014746 (SUPERFAMILY); IPR036651 (SUPERFAMILY); IPR036651 (SUPERFAMILY); IPR036651 (SUPERFAMILY); IPR036651 (SUPERFAMILY)	P:GO:0006542; P:GO:0006807; F:GO:0003824; F:GO:0004356	P:glutamine biosynthetic process; P:obsolete nitrogen compound metabolic process; F:catalytic activity; F:glutamine synthetase activity
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126268574	prefoldin subunit 6-like	390	2	4.14E-84	100.0	3	P:GO:0006457; F:GO:0051082; C:GO:0016272	P:protein folding; F:unfolded protein binding; C:prefoldin complex			G3DSA:1.10.287.370:FF:000003 (FUNFAM); IPR002777 (PFAM); IPR009053 (G3DSA:1.10.287.GENE3D); SSF46579 (SUPERFAMILY)	P:GO:0006457; F:GO:0051082; C:GO:0016272	P:protein folding; F:unfolded protein binding; C:prefoldin complex
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126268590	surfeit locus protein 1	909	6	6.89E-225	98.4	1	C:GO:0016020	C:membrane			IPR002994 (PFAM); IPR002994 (PROSITE_PROFILES); IPR002994 (CDD)	C:GO:0016020	C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126268607	G-protein-signaling modulator 2 isoform X2	4047	13	3.22E-99	71.4	2	F:GO:0005515; F:GO:0030695	F:protein binding; F:GTPase regulator activity			IPR011990 (G3DSA:1.25.40.GENE3D); IPR003109 (PFAM); IPR003109 (PROSITE_PROFILES); IPR003109 (PROSITE_PROFILES)	F:GO:0005515; F:GO:0030695	F:protein binding; F:GTPase regulator activity
