Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC124605970	solute carrier family 22 member 13-like	C GO:0016020 membrane
LOC124605970	solute carrier family 22 member 13-like	F GO:0022857 transmembrane transporter activity
LOC124605970	solute carrier family 22 member 13-like	P GO:0055085 transmembrane transport
LOC124605971	solute carrier family 22 member 7-like	C GO:0016020 membrane
LOC124605971	solute carrier family 22 member 7-like	F GO:0022857 transmembrane transporter activity
LOC124605971	solute carrier family 22 member 7-like	P GO:0055085 transmembrane transport
LOC124605972	trypsin delta-like	F GO:0004252 serine-type endopeptidase activity
LOC124605972	trypsin delta-like	P GO:0006508 proteolysis
LOC124605973	trypsin epsilon-like	F GO:0004252 serine-type endopeptidase activity
LOC124605973	trypsin epsilon-like	P GO:0006508 proteolysis
LOC124605823	UDP-glucosyltransferase 2-like	F GO:0008194 UDP-glycosyltransferase activity
LOC124607498	trypsin delta-like	F GO:0004252 serine-type endopeptidase activity
LOC124607498	trypsin delta-like	P GO:0006508 proteolysis
LOC124605486	NECAP-like protein CG9132	C GO:0016020 membrane
LOC124605486	NECAP-like protein CG9132	P GO:0006897 endocytosis
LOC124605323	formin-like domain-containing protein	F GO:0003779 actin binding
LOC124605323	formin-like domain-containing protein	F GO:0031267 small GTPase binding
LOC124605323	formin-like domain-containing protein	P GO:0022604 regulation of cell morphogenesis
LOC124605323	formin-like domain-containing protein	P GO:0030036 actin cytoskeleton organization
LOC124605977	sperm flagellar protein 1-like	F GO:0005515 protein binding
LOC124605350	probable isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	P GO:0006099 tricarboxylic acid cycle
LOC124606951	phosphoacetylglucosamine mutase	P GO:0005975 carbohydrate metabolic process
LOC124606951	phosphoacetylglucosamine mutase	F GO:0004610 phosphoacetylglucosamine mutase activity
LOC124605676	melanotransferrin	C GO:0005615 extracellular space
LOC124605399	uroporphyrinogen-III synthase-like	F GO:0004852 uroporphyrinogen-III synthase activity
LOC124605399	uroporphyrinogen-III synthase-like	P GO:0033014 tetrapyrrole biosynthetic process
LOC124605398	bridging integrator 3-like	C GO:0005737 cytoplasm
LOC124605398	bridging integrator 3-like	F GO:0005515 protein binding
LOC124607235	pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2-like	F GO:0016491 oxidoreductase activity
LOC124605766	E3 ubiquitin-protein ligase TM129	C GO:0016020 membrane
LOC124605766	E3 ubiquitin-protein ligase TM129	F GO:0061630 ubiquitin protein ligase activity
LOC124605766	E3 ubiquitin-protein ligase TM129	P GO:0016567 protein ubiquitination
LOC124605713	probable helicase with zinc finger domain	F GO:0004386 helicase activity
LOC124605713	probable helicase with zinc finger domain	F GO:0005515 protein binding
LOC124605980	LOW QUALITY PROTEIN: serine/threonine-protein kinase meng-po	F GO:0004672 protein kinase activity
LOC124605980	LOW QUALITY PROTEIN: serine/threonine-protein kinase meng-po	F GO:0005524 ATP binding
LOC124605980	LOW QUALITY PROTEIN: serine/threonine-protein kinase meng-po	P GO:0006468 protein phosphorylation
LOC124606654	glutamate-rich WD repeat-containing protein 1	F GO:0005515 protein binding
LOC124606710	sphingosine kinase 1	F GO:0016301 kinase activity
LOC124607434	xylosyltransferase oxt	C GO:0016020 membrane
LOC124607434	xylosyltransferase oxt	F GO:0016757 glycosyltransferase activity
LOC124606915	uncharacterized protein LOC126474772	P GO:0006508 proteolysis
LOC124606915	uncharacterized protein LOC126474772	F GO:0004222 metalloendopeptidase activity
LOC124607509	zinc finger homeobox protein 3 isoform X1	F GO:0003677 DNA binding
LOC124605985	protein-L-histidine N-pros-methyltransferase-like	F GO:0106370 protein-L-histidine N-pros-methyltransferase activity
LOC124605987	protein-L-histidine N-pros-methyltransferase-like	F GO:0106370 protein-L-histidine N-pros-methyltransferase activity
LOC124605638	iduronate 2-sulfatase	F GO:0004423 iduronate-2-sulfatase activity
LOC124605988	transcriptional regulator ATRX homolog	F GO:0005524 ATP binding
LOC124605988	transcriptional regulator ATRX homolog	F GO:0140658 ATP-dependent chromatin remodeler activity
LOC124605440	calcium uptake protein 3, mitochondrial-like	F GO:0005509 calcium ion binding
LOC124605991	GTP-binding protein Rhes	F GO:0003924 GTPase activity
LOC124605991	GTP-binding protein Rhes	F GO:0005525 GTP binding
LOC124606786	THUMP domain-containing protein 1 homolog	F GO:0003723 RNA binding
LOC124606786	THUMP domain-containing protein 1 homolog	P GO:0006400 tRNA modification
LOC124606785	sodium-coupled monocarboxylate transporter 2-like	C GO:0016020 membrane
LOC124606785	sodium-coupled monocarboxylate transporter 2-like	F GO:0022857 transmembrane transporter activity
LOC124606785	sodium-coupled monocarboxylate transporter 2-like	P GO:0055085 transmembrane transport
LOC124605139	DENN domain-containing protein 5B	F GO:0005515 protein binding
LOC124605140	uncharacterized protein LOC124605140	F GO:0003677 DNA binding
LOC124605992	uncharacterized protein LOC124605992	F GO:0005515 protein binding
LOC124605993	tyrosine-protein kinase receptor torso-like	F GO:0004672 protein kinase activity
LOC124605993	tyrosine-protein kinase receptor torso-like	F GO:0005524 ATP binding
LOC124605993	tyrosine-protein kinase receptor torso-like	P GO:0006468 protein phosphorylation
LOC124605609	origin recognition complex subunit 1	F GO:0005524 ATP binding
LOC124605609	origin recognition complex subunit 1	F GO:0016887 ATP hydrolysis activity
LOC124605609	origin recognition complex subunit 1	P GO:0006270 DNA replication initiation
LOC124605609	origin recognition complex subunit 1	P GO:0051301 cell division
LOC124607417	A-kinase anchor protein 1, mitochondrial	F GO:0003723 RNA binding
LOC124607068	general transcription factor IIH subunit 1	C GO:0000439 transcription factor TFIIH core complex
LOC124607068	general transcription factor IIH subunit 1	P GO:0006289 nucleotide-excision repair
LOC124607068	general transcription factor IIH subunit 1	P GO:0006351 DNA-templated transcription
LOC124607156	superoxide dismutase [Cu-Zn]-like	F GO:0046872 metal ion binding
LOC124607156	superoxide dismutase [Cu-Zn]-like	P GO:0006801 superoxide metabolic process
LOC124606876	methylated-DNA--protein-cysteine methyltransferase	P GO:0006281 DNA repair
LOC124606876	methylated-DNA--protein-cysteine methyltransferase	F GO:0003908 methylated-DNA-[protein]-cysteine S-methyltransferase activity
LOC124605586	complexin isoform X5	F GO:0019905 syntaxin binding
LOC124605586	complexin isoform X5	P GO:0006836 neurotransmitter transport
LOC124607370	carboxypeptidase N subunit 2-like	F GO:0005515 protein binding
LOC124605698	DDB1- and CUL4-associated factor 10	F GO:0005515 protein binding
LOC124605995	fibronectin type 3 and ankyrin repeat domains protein 1	F GO:0005515 protein binding
LOC124605362	protein fem-1 homolog A	F GO:0005515 protein binding
LOC124607078	luciferin sulfotransferase isoform X1	F GO:0008146 sulfotransferase activity
LOC124605707	luciferin sulfotransferase-like isoform X1	F GO:0008146 sulfotransferase activity
LOC124606669	hypothetical protein M513_06969, partial	F GO:0003924 GTPase activity
LOC124606669	hypothetical protein M513_06969, partial	F GO:0005525 GTP binding
LOC124606745	condensin complex subunit 2	C GO:0000796 condensin complex
LOC124606745	condensin complex subunit 2	P GO:0007076 mitotic chromosome condensation
LOC124606747	28S ribosomal protein S18c, mitochondrial	C GO:0005840 ribosome
LOC124606747	28S ribosomal protein S18c, mitochondrial	F GO:0003735 structural constituent of ribosome
LOC124606747	28S ribosomal protein S18c, mitochondrial	P GO:0006412 translation
LOC124605997	uncharacterized protein LOC124605997	F GO:0003676 nucleic acid binding
LOC124605997	uncharacterized protein LOC124605997	F GO:0016787 hydrolase activity
LOC124605997	uncharacterized protein LOC124605997	F GO:0046872 metal ion binding
LOC124605683	uncharacterized protein LOC124605683	F GO:0003676 nucleic acid binding
LOC124605683	uncharacterized protein LOC124605683	F GO:0016787 hydrolase activity
LOC124605683	uncharacterized protein LOC124605683	F GO:0046872 metal ion binding
LOC124606645	juvenile hormone epoxide hydrolase 1-like	F GO:0016803 ether hydrolase activity
LOC124605539	AN1-type zinc finger protein 1-like	F GO:0008270 zinc ion binding
LOC124605554	peroxiredoxin-like	F GO:0051920 peroxiredoxin activity
LOC124605998	homeobox protein slou-like	F GO:0003677 DNA binding
LOC124606630	protein disulfide-isomerase	F GO:0003756 protein disulfide isomerase activity
LOC124605337	N-alpha-acetyltransferase 40	F GO:0016747 acyltransferase activity, transferring groups other than amino-acyl groups
LOC124606205	uncharacterized protein LOC124789309 isoform X1	F GO:0022857 transmembrane transporter activity
LOC124606205	uncharacterized protein LOC124789309 isoform X1	P GO:0055085 transmembrane transport
LOC124606000	uncharacterized protein LOC124606000	F GO:0005515 protein binding
LOC124606695	ATP-dependent RNA helicase dbp2-like	F GO:0003676 nucleic acid binding
LOC124606695	ATP-dependent RNA helicase dbp2-like	F GO:0003724 RNA helicase activity
LOC124606695	ATP-dependent RNA helicase dbp2-like	F GO:0005524 ATP binding
LOC124605360	ATP synthase subunit d, mitochondrial	C GO:0000276 obsolete mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)
LOC124605360	ATP synthase subunit d, mitochondrial	F GO:0015078 proton transmembrane transporter activity
LOC124605360	ATP synthase subunit d, mitochondrial	P GO:0015986 proton motive force-driven ATP synthesis
LOC124606002	uncharacterized protein LOC124606002	F GO:0005515 protein binding
LOC124606266	endothelin-converting enzyme homolog	P GO:0006508 proteolysis
LOC124606266	endothelin-converting enzyme homolog	F GO:0004222 metalloendopeptidase activity
LOC124607292	unnamed protein product	F GO:0003873 6-phosphofructo-2-kinase activity
LOC124607292	unnamed protein product	F GO:0005524 ATP binding
LOC124607292	unnamed protein product	P GO:0006000 fructose metabolic process
LOC124607292	unnamed protein product	P GO:0006003 fructose 2,6-bisphosphate metabolic process
LOC124607292	unnamed protein product	P GO:0046835 carbohydrate phosphorylation
LOC124607291	chromodomain-helicase-DNA-binding protein Mi-2 homolog	F GO:0003677 DNA binding
LOC124607291	chromodomain-helicase-DNA-binding protein Mi-2 homolog	F GO:0005524 ATP binding
LOC124607291	chromodomain-helicase-DNA-binding protein Mi-2 homolog	F GO:0140658 ATP-dependent chromatin remodeler activity
LOC124607291	chromodomain-helicase-DNA-binding protein Mi-2 homolog	P GO:0006338 chromatin remodeling
LOC124606813	neprilysin-1-like	P GO:0006508 proteolysis
LOC124606813	neprilysin-1-like	F GO:0004222 metalloendopeptidase activity
LOC124606694	uncharacterized protein LOC124606694	F GO:0005085 guanyl-nucleotide exchange factor activity
LOC124606003	dynein beta chain, ciliary	C GO:0030286 dynein complex
LOC124606003	dynein beta chain, ciliary	F GO:0005524 ATP binding
LOC124606003	dynein beta chain, ciliary	F GO:0008569 minus-end-directed microtubule motor activity
LOC124606003	dynein beta chain, ciliary	P GO:0007018 microtubule-based movement
LOC124606004	uncharacterized protein LOC124606004	C GO:0016020 membrane
LOC124606004	uncharacterized protein LOC124606004	F GO:0015252 proton channel activity
LOC124606004	uncharacterized protein LOC124606004	P GO:1902600 proton transmembrane transport
LOC124605433	pre-rRNA-processing protein TSR1 homolog	C GO:0005634 nucleus
LOC124605433	pre-rRNA-processing protein TSR1 homolog	P GO:0042254 ribosome biogenesis
LOC124605760	opsin, ultraviolet-sensitive	C GO:0016020 membrane
LOC124605760	opsin, ultraviolet-sensitive	F GO:0004930 G protein-coupled receptor activity
LOC124605760	opsin, ultraviolet-sensitive	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124605760	opsin, ultraviolet-sensitive	P GO:0007601 visual perception
LOC124607133	FAD synthase-like isoform X1	F GO:0003824 catalytic activity
LOC124605640	uncharacterized protein LOC124605640	P GO:0042254 ribosome biogenesis
LOC124607419	vigilin	F GO:0003723 RNA binding
LOC124606847	4-hydroxy-2-oxoglutarate aldolase, mitochondrial-like	F GO:0016829 lyase activity
LOC124607006	ATP-dependent RNA helicase DBP2-like	F GO:0003676 nucleic acid binding
LOC124607006	ATP-dependent RNA helicase DBP2-like	F GO:0003724 RNA helicase activity
LOC124607006	ATP-dependent RNA helicase DBP2-like	F GO:0005524 ATP binding
LOC124607320	RING-box protein 1A	F GO:0008270 zinc ion binding
LOC124606007	sodium channel protein Nach-like	C GO:0016020 membrane
LOC124606007	sodium channel protein Nach-like	F GO:0005272 sodium channel activity
LOC124606007	sodium channel protein Nach-like	P GO:0006814 sodium ion transport
LOC124605581	proton channel OtopLc-like	C GO:0016020 membrane
LOC124605581	proton channel OtopLc-like	F GO:0015252 proton channel activity
LOC124605581	proton channel OtopLc-like	P GO:1902600 proton transmembrane transport
LOC124606008	LOW QUALITY PROTEIN: proton channel OtopLc-like	C GO:0016020 membrane
LOC124606008	LOW QUALITY PROTEIN: proton channel OtopLc-like	F GO:0015252 proton channel activity
LOC124606008	LOW QUALITY PROTEIN: proton channel OtopLc-like	P GO:1902600 proton transmembrane transport
LOC124605622	probable dimethyladenosine transferase	F GO:0000179 rRNA (adenine-N6,N6-)-dimethyltransferase activity
LOC124605622	probable dimethyladenosine transferase	P GO:0006364 rRNA processing
LOC124605411	probable elongator complex protein 2 isoform X2	F GO:0005515 protein binding
LOC124607241	disintegrin and metalloproteinase domain-containing protein 22	P GO:0006508 proteolysis
LOC124607241	disintegrin and metalloproteinase domain-containing protein 22	F GO:0004222 metalloendopeptidase activity
LOC124605732	small ubiquitin-related modifier-like	F GO:0005515 protein binding
LOC124605218	integrin alpha-PS1 isoform X1	C GO:0016020 membrane
LOC124605218	integrin alpha-PS1 isoform X1	P GO:0007157 heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules
LOC124605218	integrin alpha-PS1 isoform X1	P GO:0007229 integrin-mediated signaling pathway
LOC124605556	TOM1-like protein 2 isoform X1	F GO:0035091 phosphatidylinositol binding
LOC124605556	TOM1-like protein 2 isoform X1	F GO:0043130 ubiquitin binding
LOC124607139	meiotic recombination protein DMC1/LIM15 homolog isoform X1	P GO:0006281 DNA repair
LOC124607139	meiotic recombination protein DMC1/LIM15 homolog isoform X1	C GO:0005634 nucleus
LOC124607139	meiotic recombination protein DMC1/LIM15 homolog isoform X1	F GO:0005524 ATP binding
LOC124607139	meiotic recombination protein DMC1/LIM15 homolog isoform X1	F GO:0003677 DNA binding
LOC124607139	meiotic recombination protein DMC1/LIM15 homolog isoform X1	P GO:0007131 reciprocal meiotic recombination
LOC124607139	meiotic recombination protein DMC1/LIM15 homolog isoform X1	F GO:0000150 DNA strand exchange activity
LOC124607139	meiotic recombination protein DMC1/LIM15 homolog isoform X1	F GO:0140664 ATP-dependent DNA damage sensor activity
LOC124605241	hypothetical protein RN001_012384	C GO:0016020 membrane
LOC124605241	hypothetical protein RN001_012384	F GO:0016491 oxidoreductase activity
LOC124606674	reticulon-4-interacting protein 1 homolog, mitochondrial	C GO:0005739 mitochondrion
