Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC126480194	polyribonucleotide nucleotidyltransferase 1, mitochondrial	P GO:0006396 RNA processing
LOC126480194	polyribonucleotide nucleotidyltransferase 1, mitochondrial	P GO:0006402 mRNA catabolic process
LOC126480194	polyribonucleotide nucleotidyltransferase 1, mitochondrial	F GO:0004654 polyribonucleotide nucleotidyltransferase activity
LOC126480210	serine/threonine-protein kinase D1	F GO:0005524 ATP binding
LOC126480210	serine/threonine-protein kinase D1	P GO:0006468 protein phosphorylation
LOC126480210	serine/threonine-protein kinase D1	F GO:0004674 protein serine/threonine kinase activity
LOC126480226	uncharacterized protein LOC126480226	F GO:0003677 DNA binding
LOC126480226	uncharacterized protein LOC126480226	P GO:0006351 DNA-templated transcription
LOC126480260	unnamed protein product	F GO:0003876 AMP deaminase activity
LOC126480260	unnamed protein product	P GO:0032264 IMP salvage
LOC126480364	probable pterin-4-alpha-carbinolamine dehydratase	F GO:0008124 4-alpha-hydroxytetrahydrobiopterin dehydratase activity
LOC126480364	probable pterin-4-alpha-carbinolamine dehydratase	P GO:0006729 tetrahydrobiopterin biosynthetic process
LOC126480306	RNA helicase aquarius	C GO:0005681 spliceosomal complex
LOC126480306	RNA helicase aquarius	F GO:0004386 helicase activity
LOC126480306	RNA helicase aquarius	P GO:0000398 mRNA splicing, via spliceosome
LOC126480348	G-protein coupled receptor Mth2-like	F GO:0004930 G protein-coupled receptor activity
LOC126480348	G-protein coupled receptor Mth2-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126480348	G-protein coupled receptor Mth2-like	C GO:0016020 membrane
LOC126480348	G-protein coupled receptor Mth2-like	P GO:0007166 cell surface receptor signaling pathway
LOC126424197	filaggrin	C GO:0016020 membrane
LOC126424363	cadherin-89D	C GO:0016020 membrane
LOC126424363	cadherin-89D	F GO:0005509 calcium ion binding
LOC126424363	cadherin-89D	P GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules
LOC126424527	nephrin-like	F GO:0005515 protein binding
LOC126480380	glucose dehydrogenase [FAD, quinone]-like	F GO:0016614 oxidoreductase activity, acting on CH-OH group of donors
LOC126480380	glucose dehydrogenase [FAD, quinone]-like	F GO:0050660 flavin adenine dinucleotide binding
LOC126480396	carboxypeptidase N subunit 2-like isoform X2	F GO:0005515 protein binding
LOC126458023	chondroadherin-like protein	F GO:0005515 protein binding
LOC126424627	uncharacterized protein LOC126424627	F GO:0005515 protein binding
LOC126424742	facilitated trehalose transporter Tret1-like	C GO:0016020 membrane
LOC126424742	facilitated trehalose transporter Tret1-like	F GO:0022857 transmembrane transporter activity
LOC126424742	facilitated trehalose transporter Tret1-like	P GO:0055085 transmembrane transport
LOC126424796	facilitated trehalose transporter Tret1-like	C GO:0016020 membrane
LOC126424796	facilitated trehalose transporter Tret1-like	F GO:0022857 transmembrane transporter activity
LOC126424796	facilitated trehalose transporter Tret1-like	P GO:0055085 transmembrane transport
LOC126424871	facilitated trehalose transporter Tret1-like	C GO:0016020 membrane
LOC126424871	facilitated trehalose transporter Tret1-like	F GO:0022857 transmembrane transporter activity
LOC126424871	facilitated trehalose transporter Tret1-like	P GO:0055085 transmembrane transport
LOC126424951	facilitated trehalose transporter Tret1-like	C GO:0016020 membrane
LOC126424951	facilitated trehalose transporter Tret1-like	F GO:0022857 transmembrane transporter activity
LOC126424951	facilitated trehalose transporter Tret1-like	P GO:0055085 transmembrane transport
LOC126425020	facilitated trehalose transporter Tret1-like	C GO:0016020 membrane
LOC126425020	facilitated trehalose transporter Tret1-like	F GO:0022857 transmembrane transporter activity
LOC126425020	facilitated trehalose transporter Tret1-like	P GO:0055085 transmembrane transport
LOC126425099	facilitated trehalose transporter Tret1-like	C GO:0016020 membrane
LOC126425099	facilitated trehalose transporter Tret1-like	F GO:0022857 transmembrane transporter activity
LOC126425099	facilitated trehalose transporter Tret1-like	P GO:0055085 transmembrane transport
LOC126425182	uncharacterized protein LOC126425182	F GO:0008289 lipid binding
LOC126425273	facilitated trehalose transporter Tret1-like	C GO:0016020 membrane
LOC126425273	facilitated trehalose transporter Tret1-like	F GO:0022857 transmembrane transporter activity
LOC126425273	facilitated trehalose transporter Tret1-like	P GO:0055085 transmembrane transport
LOC126480525	LOW QUALITY PROTEIN: putative epidermal cell surface receptor	F GO:0005515 protein binding
LOC126480634	myosin-I heavy chain	F GO:0005524 ATP binding
LOC126480634	myosin-I heavy chain	C GO:0016459 myosin complex
LOC126480634	myosin-I heavy chain	P GO:0007165 signal transduction
LOC126480634	myosin-I heavy chain	F GO:0003774 cytoskeletal motor activity
LOC126480663	unnamed protein product	F GO:0005524 ATP binding
LOC126480663	unnamed protein product	P GO:0006468 protein phosphorylation
LOC126480663	unnamed protein product	F GO:0004674 protein serine/threonine kinase activity
LOC126480681	iron-sulfur cluster assembly 2 homolog, mitochondrial	F GO:0051536 iron-sulfur cluster binding
LOC126480681	iron-sulfur cluster assembly 2 homolog, mitochondrial	P GO:0016226 iron-sulfur cluster assembly
LOC126480687	tryptophan--tRNA ligase, cytoplasmic	F GO:0005524 ATP binding
LOC126480687	tryptophan--tRNA ligase, cytoplasmic	P GO:0006436 tryptophanyl-tRNA aminoacylation
LOC126480687	tryptophan--tRNA ligase, cytoplasmic	F GO:0004830 tryptophan-tRNA ligase activity
LOC126480692	DNA-directed RNA polymerases I, II, and III subunit RPABC3 isoform X1	F GO:0003899 DNA-directed 5'-3' RNA polymerase activity
LOC126480692	DNA-directed RNA polymerases I, II, and III subunit RPABC3 isoform X1	P GO:0006351 DNA-templated transcription
LOC126480729	electron transfer flavoprotein subunit beta	F GO:0009055 electron transfer activity
LOC126425550	pancreatic triacylglycerol lipase-like	F GO:0016298 lipase activity
LOC126425550	pancreatic triacylglycerol lipase-like	P GO:0006629 lipid metabolic process
LOC126480749	ATPase Na+/K+ transporting subunit alpha 1a, tandem duplicate 4	F GO:0016887 ATP hydrolysis activity
LOC126480749	ATPase Na+/K+ transporting subunit alpha 1a, tandem duplicate 4	F GO:0005524 ATP binding
LOC126480749	ATPase Na+/K+ transporting subunit alpha 1a, tandem duplicate 4	C GO:0016020 membrane
LOC126480749	ATPase Na+/K+ transporting subunit alpha 1a, tandem duplicate 4	F GO:0005215 transporter activity
LOC126425882	LOW QUALITY PROTEIN: atrial natriuretic peptide-converting enzyme-like	C GO:0016020 membrane
LOC126425882	LOW QUALITY PROTEIN: atrial natriuretic peptide-converting enzyme-like	F GO:0005515 protein binding
LOC126480797	serrate RNA effector molecule homolog isoform X8	F GO:0003676 nucleic acid binding
LOC126458046	chromatin accessibility complex protein 1	F GO:0046982 protein heterodimerization activity
LOC126480856	splicing factor 3B subunit 6	F GO:0003723 RNA binding
LOC126480863	solute carrier organic anion transporter family member 74D	C GO:0016020 membrane
LOC126480863	solute carrier organic anion transporter family member 74D	F GO:0005515 protein binding
LOC126480863	solute carrier organic anion transporter family member 74D	P GO:0055085 transmembrane transport
LOC126480871	gamma-1-syntrophin	F GO:0005515 protein binding
LOC126426612	hairy/enhancer-of-split related with YRPW motif protein-like	F GO:0003677 DNA binding
LOC126426612	hairy/enhancer-of-split related with YRPW motif protein-like	F GO:0046983 protein dimerization activity
LOC126426612	hairy/enhancer-of-split related with YRPW motif protein-like	P GO:0006355 regulation of DNA-templated transcription
LOC126480892	protein CLP1 homolog	C GO:0005849 mRNA cleavage factor complex
LOC126480892	protein CLP1 homolog	P GO:0031124 mRNA 3'-end processing
LOC126480908	protein JTB	C GO:0016020 membrane
LOC126480942	NAD(P)H pyrophosphatase NUDT13, mitochondrial-like	F GO:0016787 hydrolase activity
LOC126426824	potassium channel subfamily K member 18-like	C GO:0016020 membrane
LOC126426824	potassium channel subfamily K member 18-like	F GO:0005267 potassium channel activity
LOC126426824	potassium channel subfamily K member 18-like	P GO:0071805 potassium ion transmembrane transport
LOC126480981	GTP-binding protein 128up	F GO:0003924 GTPase activity
LOC126480981	GTP-binding protein 128up	F GO:0005525 GTP binding
LOC126480968	acylamino-acid-releasing enzyme-like	F GO:0008236 serine-type peptidase activity
LOC126480968	acylamino-acid-releasing enzyme-like	P GO:0006508 proteolysis
LOC126481026	vacuolar fusion protein CCZ1 homolog isoform X1	P GO:0016192 vesicle-mediated transport
LOC126481033	hypothetical protein Zmor_026008	P GO:0000398 mRNA splicing, via spliceosome
LOC126481049	odorant receptor Or2-like isoform X2	C GO:0016020 membrane
LOC126481049	odorant receptor Or2-like isoform X2	F GO:0004984 olfactory receptor activity
LOC126481049	odorant receptor Or2-like isoform X2	F GO:0005549 odorant binding
LOC126481049	odorant receptor Or2-like isoform X2	P GO:0007608 sensory perception of smell
LOC126458091	choline transporter-like protein 4 isoform X2	F GO:0022857 transmembrane transporter activity
LOC126458091	choline transporter-like protein 4 isoform X2	P GO:0055085 transmembrane transport
LOC126481129	myosin regulatory light chain sqh	F GO:0005509 calcium ion binding
LOC126458104	odorant receptor Or2-like	C GO:0016020 membrane
LOC126458104	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC126458104	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC126458104	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC126458110	odorant receptor Or2-like	C GO:0016020 membrane
LOC126458110	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC126458110	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC126458110	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC126426888	uncharacterized protein LOC126426888	C GO:0016020 membrane
LOC126426888	uncharacterized protein LOC126426888	F GO:0004984 olfactory receptor activity
LOC126426888	uncharacterized protein LOC126426888	F GO:0005549 odorant binding
LOC126426888	uncharacterized protein LOC126426888	P GO:0007608 sensory perception of smell
LOC126481154	PREDICTED: neuronal calcium sensor 2 isoform X1	F GO:0005509 calcium ion binding
LOC126481148	neurocalcin homolog	F GO:0005509 calcium ion binding
LOC126481211	small ubiquitin-related modifier 3	F GO:0005515 protein binding
LOC126481244	hypothetical protein ANN_16524	C GO:0005768 endosome
LOC126481244	hypothetical protein ANN_16524	P GO:0015031 protein transport
LOC126481244	hypothetical protein ANN_16524	P GO:0036211 protein modification process
LOC126481291	unnamed protein product	F GO:0000166 nucleotide binding
LOC126481291	unnamed protein product	F GO:0004019 adenylosuccinate synthase activity
LOC126481291	unnamed protein product	P GO:0006164 purine nucleotide biosynthetic process
LOC126481303	venom protease-like	F GO:0004252 serine-type endopeptidase activity
LOC126481303	venom protease-like	P GO:0006508 proteolysis
LOC126481338	3'-5' ssDNA/RNA exonuclease TatD	F GO:0016788 hydrolase activity, acting on ester bonds
LOC126481357	Par-1	F GO:0004672 protein kinase activity
LOC126481357	Par-1	F GO:0005524 ATP binding
LOC126481357	Par-1	P GO:0006468 protein phosphorylation
LOC126481406	broad-complex core protein isoforms 1/2/3/4/5-like isoform X1	F GO:0005515 protein binding
LOC126481487	ran-binding protein 3	P GO:0046907 intracellular transport
LOC126427487	trypsin-1-like	F GO:0004252 serine-type endopeptidase activity
LOC126427487	trypsin-1-like	P GO:0006508 proteolysis
LOC126427654	trypsin-1-like	F GO:0004252 serine-type endopeptidase activity
LOC126427654	trypsin-1-like	P GO:0006508 proteolysis
LOC126481519	tyrosine-protein phosphatase non-receptor type 13-like isoform X2	F GO:0005515 protein binding
LOC126427947	tyrosine-protein phosphatase non-receptor type 13-like	F GO:0005515 protein binding
LOC126481573	40S ribosomal protein S27	C GO:0005840 ribosome
LOC126481573	40S ribosomal protein S27	F GO:0003735 structural constituent of ribosome
LOC126481573	40S ribosomal protein S27	P GO:0006412 translation
LOC126481626	protein sel-1 homolog 1-like	F GO:0005515 protein binding
LOC126481632	4-trimethylaminobutyraldehyde dehydrogenase-like	F GO:0016620 oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
LOC126481641	probable peptidyl-tRNA hydrolase 2	F GO:0004045 aminoacyl-tRNA hydrolase activity
LOC126481641	probable peptidyl-tRNA hydrolase 2	F GO:0005515 protein binding
LOC126428134	peripheral plasma membrane protein CASK-like	F GO:0004672 protein kinase activity
LOC126428134	peripheral plasma membrane protein CASK-like	F GO:0005515 protein binding
LOC126428134	peripheral plasma membrane protein CASK-like	F GO:0005524 ATP binding
LOC126428134	peripheral plasma membrane protein CASK-like	P GO:0006468 protein phosphorylation
LOC126481650	unnamed protein product, partial	F GO:0005515 protein binding
LOC126481683	ADP,ATP carrier protein-like	P GO:1990544 mitochondrial ATP transmembrane transport
LOC126481683	ADP,ATP carrier protein-like	F GO:0005471 ATP:ADP antiporter activity
LOC126481683	ADP,ATP carrier protein-like	P GO:0140021 mitochondrial ADP transmembrane transport
LOC126481683	ADP,ATP carrier protein-like	C GO:0005743 mitochondrial inner membrane
LOC126481693	protein lin-7 homolog C	F GO:0005515 protein binding
LOC126481700	carnitine O-palmitoyltransferase 1, liver isoform isoform X1	C GO:0005741 mitochondrial outer membrane
LOC126481700	carnitine O-palmitoyltransferase 1, liver isoform isoform X1	F GO:0004095 carnitine O-palmitoyltransferase activity
LOC126481700	carnitine O-palmitoyltransferase 1, liver isoform isoform X1	P GO:0006635 fatty acid beta-oxidation
LOC126481836	uncharacterized protein LOC124545106	C GO:0005634 nucleus
LOC126481836	uncharacterized protein LOC124545106	P GO:0006366 transcription by RNA polymerase II
LOC126481836	uncharacterized protein LOC124545106	P GO:0006384 transcription initiation at RNA polymerase III promoter
LOC126481855	splicing factor 1-like	F GO:0008270 zinc ion binding
LOC126481855	splicing factor 1-like	F GO:0003723 RNA binding
LOC126481891	cyclic nucleotide-gated cation channel subunit A, partial	C GO:0016020 membrane
LOC126481891	cyclic nucleotide-gated cation channel subunit A, partial	F GO:0005216 monoatomic ion channel activity
LOC126481891	cyclic nucleotide-gated cation channel subunit A, partial	P GO:0006811 monoatomic ion transport
LOC126481891	cyclic nucleotide-gated cation channel subunit A, partial	P GO:0055085 transmembrane transport
LOC126481902	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	F GO:0005515 protein binding
LOC126481927	nucleoside diphosphate kinase A	F GO:0004550 nucleoside diphosphate kinase activity
LOC126481927	nucleoside diphosphate kinase A	P GO:0006183 GTP biosynthetic process
LOC126481927	nucleoside diphosphate kinase A	P GO:0006228 UTP biosynthetic process
LOC126481927	nucleoside diphosphate kinase A	P GO:0006241 CTP biosynthetic process
LOC126428695	U3 small nucleolar RNA-associated protein 18 homolog	F GO:0005515 protein binding
LOC126481944	inverted formin-2-like	F GO:0003779 actin binding
LOC126481944	inverted formin-2-like	F GO:0031267 small GTPase binding
LOC126481944	inverted formin-2-like	P GO:0030036 actin cytoskeleton organization
LOC126428862	inverted formin-2-like	F GO:0003779 actin binding
LOC126428862	inverted formin-2-like	P GO:0016043 cellular component organization
LOC126429194	inverted formin-2-like	F GO:0003779 actin binding
LOC126429194	inverted formin-2-like	P GO:0016043 cellular component organization
LOC126429526	inverted formin-2-like	F GO:0003779 actin binding
