Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC126284933	glucose dehydrogenase [FAD, quinone]-like	F GO:0050660 flavin adenine dinucleotide binding
LOC126285005	glucose dehydrogenase [FAD, quinone]-like	F GO:0016614 oxidoreductase activity, acting on CH-OH group of donors
LOC126285005	glucose dehydrogenase [FAD, quinone]-like	F GO:0050660 flavin adenine dinucleotide binding
LOC126278961	heat shock protein 68-like	F GO:0005524 ATP binding
LOC126278961	heat shock protein 68-like	F GO:0140662 ATP-dependent protein folding chaperone
LOC126278966	guanylate cyclase 32E	C GO:0016020 membrane
LOC126278966	guanylate cyclase 32E	P GO:0007165 signal transduction
LOC126285057	protein angel homolog 2-like	F GO:0003824 catalytic activity
LOC126278983	receptor-type guanylate cyclase Gyc76C-like	P GO:0009190 cyclic nucleotide biosynthetic process
LOC126278983	receptor-type guanylate cyclase Gyc76C-like	P GO:0035556 intracellular signal transduction
LOC126285417	short transient receptor potential channel 4-like	F GO:0005515 protein binding
LOC126285417	short transient receptor potential channel 4-like	F GO:0005262 calcium channel activity
LOC126285417	short transient receptor potential channel 4-like	C GO:0016020 membrane
LOC126285417	short transient receptor potential channel 4-like	P GO:0070588 calcium ion transmembrane transport
LOC126279012	T-complex protein 1 subunit alpha	F GO:0005524 ATP binding
LOC126279012	T-complex protein 1 subunit alpha	F GO:0016887 ATP hydrolysis activity
LOC126279012	T-complex protein 1 subunit alpha	F GO:0051082 unfolded protein binding
LOC126279012	T-complex protein 1 subunit alpha	F GO:0140662 ATP-dependent protein folding chaperone
LOC126279012	T-complex protein 1 subunit alpha	P GO:0006457 protein folding
LOC126279028	replication factor C subunit 2	F GO:0003677 DNA binding
LOC126279028	replication factor C subunit 2	F GO:0005524 ATP binding
LOC126279028	replication factor C subunit 2	F GO:0016887 ATP hydrolysis activity
LOC126279028	replication factor C subunit 2	P GO:0006260 DNA replication
LOC126279034	uncharacterized protein LOC126279034	F GO:0005515 protein binding
LOC126279067	astacin-like metalloendopeptidase	P GO:0006508 proteolysis
LOC126279067	astacin-like metalloendopeptidase	F GO:0004222 metalloendopeptidase activity
LOC126279070	ubiquitin carboxyl-terminal hydrolase 30	F GO:0004843 cysteine-type deubiquitinase activity
LOC126279070	ubiquitin carboxyl-terminal hydrolase 30	P GO:0016579 protein deubiquitination
LOC126279104	histone-lysine N-methyltransferase SETMAR	C GO:0005634 nucleus
LOC126279104	histone-lysine N-methyltransferase SETMAR	F GO:0005515 protein binding
LOC126279104	histone-lysine N-methyltransferase SETMAR	F GO:0008270 zinc ion binding
LOC126279104	histone-lysine N-methyltransferase SETMAR	F GO:0042054 histone methyltransferase activity
LOC126279111	S-phase kinase-associated protein 2	F GO:0005515 protein binding
LOC126285668	DC-STAMP domain-containing protein 2	C GO:0016020 membrane
LOC126279173	lymphokine-activated killer T-cell-originated protein kinase	F GO:0004672 protein kinase activity
LOC126279173	lymphokine-activated killer T-cell-originated protein kinase	F GO:0005524 ATP binding
LOC126279173	lymphokine-activated killer T-cell-originated protein kinase	P GO:0006468 protein phosphorylation
LOC126279189	ankyrin repeat and MYND domain-containing protein 2	F GO:0005515 protein binding
LOC126279247	sodium-dependent dopamine transporter	C GO:0016020 membrane
LOC126279485	UDP-glycosyltransferase UGT5-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126279521	uncharacterized protein LOC126279521	F GO:0003676 nucleic acid binding
LOC126279537	UDP-glycosyltransferase UGT5-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126279553	UDP-glucosyltransferase 2-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126279569	mediator of DNA damage checkpoint protein 1-like	F GO:0005515 protein binding
LOC126279585	leucine-rich repeat-containing protein 15	F GO:0005515 protein binding
LOC126279611	solute carrier organic anion transporter family member 74D-like	C GO:0016020 membrane
LOC126279611	solute carrier organic anion transporter family member 74D-like	F GO:0005515 protein binding
LOC126279611	solute carrier organic anion transporter family member 74D-like	P GO:0055085 transmembrane transport
LOC126279638	solute carrier organic anion transporter family member 74D-like	C GO:0016020 membrane
LOC126279638	solute carrier organic anion transporter family member 74D-like	P GO:0055085 transmembrane transport
LOC126279664	solute carrier organic anion transporter family member 74D-like isoform X1	C GO:0016020 membrane
LOC126279664	solute carrier organic anion transporter family member 74D-like isoform X1	F GO:0005515 protein binding
LOC126279664	solute carrier organic anion transporter family member 74D-like isoform X1	P GO:0055085 transmembrane transport
LOC126279690	zinc finger homeobox protein 4	F GO:0003677 DNA binding
LOC126279746	solute carrier organic anion transporter family member 74D	C GO:0016020 membrane
LOC126279746	solute carrier organic anion transporter family member 74D	F GO:0005515 protein binding
LOC126279746	solute carrier organic anion transporter family member 74D	P GO:0055085 transmembrane transport
LOC126279803	solute carrier organic anion transporter family member 74D-like	C GO:0016020 membrane
LOC126279803	solute carrier organic anion transporter family member 74D-like	F GO:0005515 protein binding
LOC126279803	solute carrier organic anion transporter family member 74D-like	P GO:0055085 transmembrane transport
LOC126279819	solute carrier organic anion transporter family member 74D-like	C GO:0016020 membrane
LOC126279819	solute carrier organic anion transporter family member 74D-like	F GO:0005515 protein binding
LOC126279819	solute carrier organic anion transporter family member 74D-like	P GO:0055085 transmembrane transport
LOC126279835	solute carrier organic anion transporter family member 74D	C GO:0016020 membrane
LOC126279835	solute carrier organic anion transporter family member 74D	F GO:0005515 protein binding
LOC126279835	solute carrier organic anion transporter family member 74D	P GO:0055085 transmembrane transport
LOC126279923	RNA-binding protein 24-B-like	F GO:0003723 RNA binding
LOC126279877	mediator of RNA polymerase II transcription subunit 30-like isoform X2	C GO:0005634 nucleus
LOC126280654	elongation factor Tu, mitochondrial	F GO:0003746 translation elongation factor activity
LOC126280654	elongation factor Tu, mitochondrial	F GO:0003924 GTPase activity
LOC126280654	elongation factor Tu, mitochondrial	F GO:0005525 GTP binding
LOC126280654	elongation factor Tu, mitochondrial	P GO:0006414 translational elongation
LOC126280740	mucin-5AC isoform X2	F GO:0003677 DNA binding
LOC126280740	mucin-5AC isoform X2	F GO:0005515 protein binding
LOC126286497	uncharacterized protein LOC126286497	F GO:0046983 protein dimerization activity
LOC126280889	DNA primase small subunit	F GO:0003896 DNA primase activity
LOC126280889	DNA primase small subunit	P GO:0006269 DNA replication, synthesis of primer
LOC126280942	acid sphingomyelinase-like phosphodiesterase 3a	F GO:0016787 hydrolase activity
LOC126280958	GTP-binding protein Rhes-like	F GO:0003924 GTPase activity
LOC126280958	GTP-binding protein Rhes-like	F GO:0005525 GTP binding
LOC126313852	eukaryotic translation initiation factor 4E-like	F GO:0003723 RNA binding
LOC126313852	eukaryotic translation initiation factor 4E-like	F GO:0003743 translation initiation factor activity
LOC126313852	eukaryotic translation initiation factor 4E-like	P GO:0006413 translational initiation
LOC126280991	apolipoprotein D-like	F GO:0031409 pigment binding
LOC126280974	protein halfway	F GO:0005515 protein binding
LOC126287492	uncharacterized protein LOC126287492	C GO:0016020 membrane
LOC126287492	uncharacterized protein LOC126287492	F GO:0015276 ligand-gated monoatomic ion channel activity
LOC126287659	aldo-keto reductase family 1 member B7-like	F GO:0016491 oxidoreductase activity
LOC126281049	retinal dehydrogenase 2-like	F GO:0016620 oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
LOC126281081	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like	F GO:0005515 protein binding
LOC126281097	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like	F GO:0005515 protein binding
LOC126281065	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like	F GO:0005515 protein binding
LOC126281139	importin subunit alpha-7	F GO:0005515 protein binding
LOC126281139	importin subunit alpha-7	F GO:0061608 nuclear import signal receptor activity
LOC126281139	importin subunit alpha-7	P GO:0006606 protein import into nucleus
LOC126281173	protein MIX23 isoform X1	C GO:0005758 mitochondrial intermembrane space
LOC126281201	deoxynucleotidyltransferase terminal-interacting protein 1	F GO:0003677 DNA binding
LOC126314017	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial	F GO:0016747 acyltransferase activity, transferring groups other than amino-acyl groups
LOC126314017	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial	P GO:0006633 fatty acid biosynthetic process
LOC126281227	la-related protein 7	C GO:0005634 nucleus
LOC126281227	la-related protein 7	F GO:0003723 RNA binding
LOC126281227	la-related protein 7	P GO:0006396 RNA processing
LOC126281227	la-related protein 7	C GO:1990904 ribonucleoprotein complex
LOC126281244	U4/U6.U5 tri-snRNP-associated protein 2	P GO:0016579 protein deubiquitination
LOC126281244	U4/U6.U5 tri-snRNP-associated protein 2	F GO:0004843 cysteine-type deubiquitinase activity
LOC126281244	U4/U6.U5 tri-snRNP-associated protein 2	F GO:0008270 zinc ion binding
LOC126281244	U4/U6.U5 tri-snRNP-associated protein 2	P GO:0000245 spliceosomal complex assembly
LOC126287825	gamma-aminobutyric acid receptor subunit pi-like	F GO:0004888 transmembrane signaling receptor activity
LOC126287825	gamma-aminobutyric acid receptor subunit pi-like	P GO:0034220 monoatomic ion transmembrane transport
LOC126287825	gamma-aminobutyric acid receptor subunit pi-like	C GO:0016020 membrane
LOC126287825	gamma-aminobutyric acid receptor subunit pi-like	F GO:0005230 extracellular ligand-gated monoatomic ion channel activity
LOC126288157	microtubule-associated serine/threonine-protein kinase 3-like	F GO:0005515 protein binding
LOC126281332	caspase-6-like isoform X2	F GO:0004197 cysteine-type endopeptidase activity
LOC126281332	caspase-6-like isoform X2	P GO:0006508 proteolysis
LOC126281358	annexin B10 isoform X1	F GO:0005509 calcium ion binding
LOC126281358	annexin B10 isoform X1	F GO:0005544 calcium-dependent phospholipid binding
LOC126281450	hypothetical protein M5D96_011985	C GO:0005840 ribosome
LOC126281450	hypothetical protein M5D96_011985	F GO:0003735 structural constituent of ribosome
LOC126281450	hypothetical protein M5D96_011985	P GO:0006412 translation
LOC126281442	dynactin subunit 4	C GO:0005869 dynactin complex
LOC126281423	AAA family ATPase	F GO:0000166 nucleotide binding
LOC126281423	AAA family ATPase	F GO:0008237 metallopeptidase activity
LOC126281423	AAA family ATPase	F GO:0140657 ATP-dependent activity
LOC126314181	phosphatidylinositol-glycan biosynthesis class F protein	C GO:0005789 endoplasmic reticulum membrane
LOC126314181	phosphatidylinositol-glycan biosynthesis class F protein	P GO:0006506 GPI anchor biosynthetic process
LOC126281481	mannosyl-oligosaccharide alpha-1,2-mannosidase IA isoform X1	C GO:0016020 membrane
LOC126281481	mannosyl-oligosaccharide alpha-1,2-mannosidase IA isoform X1	F GO:0004571 mannosyl-oligosaccharide 1,2-alpha-mannosidase activity
LOC126281481	mannosyl-oligosaccharide alpha-1,2-mannosidase IA isoform X1	F GO:0005509 calcium ion binding
LOC126281481	mannosyl-oligosaccharide alpha-1,2-mannosidase IA isoform X1	P GO:0005975 carbohydrate metabolic process
LOC126281494	ADP-ribosylation factor-like protein 13B	F GO:0003924 GTPase activity
LOC126281494	ADP-ribosylation factor-like protein 13B	F GO:0005525 GTP binding
LOC126281561	probable N-acetyltransferase san	F GO:0016747 acyltransferase activity, transferring groups other than amino-acyl groups
LOC126281570	tubulin alpha-1 chain	C GO:0005874 microtubule
LOC126281570	tubulin alpha-1 chain	F GO:0005200 structural constituent of cytoskeleton
LOC126281570	tubulin alpha-1 chain	F GO:0005525 GTP binding
LOC126281570	tubulin alpha-1 chain	P GO:0007017 microtubule-based process
LOC126281578	tubulin alpha-1 chain	C GO:0005874 microtubule
LOC126281578	tubulin alpha-1 chain	F GO:0005200 structural constituent of cytoskeleton
LOC126281578	tubulin alpha-1 chain	F GO:0005525 GTP binding
LOC126281578	tubulin alpha-1 chain	P GO:0007017 microtubule-based process
LOC126281586	dynactin subunit 5	C GO:0005856 cytoskeleton
LOC126281601	raf homolog serine/threonine-protein kinase Raf	F GO:0004672 protein kinase activity
LOC126281601	raf homolog serine/threonine-protein kinase Raf	F GO:0005524 ATP binding
LOC126281601	raf homolog serine/threonine-protein kinase Raf	P GO:0006468 protein phosphorylation
LOC126281601	raf homolog serine/threonine-protein kinase Raf	P GO:0007165 signal transduction
LOC126281608	protein kinase C, brain isozyme isoform X1	F GO:0016301 kinase activity
LOC126281617	putative inorganic phosphate cotransporter isoform X1	F GO:0022857 transmembrane transporter activity
LOC126281617	putative inorganic phosphate cotransporter isoform X1	P GO:0055085 transmembrane transport
LOC126281644	putative inorganic phosphate cotransporter	F GO:0022857 transmembrane transporter activity
LOC126281644	putative inorganic phosphate cotransporter	P GO:0055085 transmembrane transport
LOC126314434	putative inorganic phosphate cotransporter	F GO:0022857 transmembrane transporter activity
LOC126314434	putative inorganic phosphate cotransporter	P GO:0055085 transmembrane transport
LOC126314797	putative inorganic phosphate cotransporter	F GO:0022857 transmembrane transporter activity
LOC126314797	putative inorganic phosphate cotransporter	P GO:0055085 transmembrane transport
LOC126288766	vesicular glutamate transporter 2.2-like	F GO:0022857 transmembrane transporter activity
LOC126288766	vesicular glutamate transporter 2.2-like	P GO:0055085 transmembrane transport
LOC126281652	putative inorganic phosphate cotransporter	F GO:0022857 transmembrane transporter activity
LOC126281652	putative inorganic phosphate cotransporter	P GO:0055085 transmembrane transport
LOC126281668	putative inorganic phosphate cotransporter	F GO:0022857 transmembrane transporter activity
LOC126281668	putative inorganic phosphate cotransporter	P GO:0055085 transmembrane transport
LOC126288932	Down syndrome cell adhesion molecule-like protein Dscam2	F GO:0005515 protein binding
LOC126281675	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like	F GO:0005515 protein binding
LOC126281688	caspase-1-like isoform X2	P GO:0006508 proteolysis
LOC126281688	caspase-1-like isoform X2	F GO:0004197 cysteine-type endopeptidase activity
LOC126281715	caspase-1-like isoform X1	F GO:0004197 cysteine-type endopeptidase activity
LOC126281715	caspase-1-like isoform X1	P GO:0006508 proteolysis
LOC126281729	caspase-1-like isoform X1	F GO:0004197 cysteine-type endopeptidase activity
LOC126281729	caspase-1-like isoform X1	P GO:0006508 proteolysis
LOC126281770	caspase-1-like	P GO:0006508 proteolysis
