Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC124776326	LOW QUALITY PROTEIN: V-type proton ATPase subunit H	P GO:1902600 proton transmembrane transport
LOC124776962	smoothened homolog	C GO:0016020 membrane
LOC124776962	smoothened homolog	F GO:0004888 transmembrane signaling receptor activity
LOC124776962	smoothened homolog	F GO:0005515 protein binding
LOC124776962	smoothened homolog	P GO:0007166 cell surface receptor signaling pathway
LOC124776918	androgen-induced gene 1 protein-like isoform X1	C GO:0016020 membrane
LOC124777123	androgen-induced gene 1 protein-like isoform X2	C GO:0016020 membrane
LOC124777614	mitogen-activated protein kinase kinase kinase 7-like	F GO:0004672 protein kinase activity
LOC124777614	mitogen-activated protein kinase kinase kinase 7-like	F GO:0005524 ATP binding
LOC124777614	mitogen-activated protein kinase kinase kinase 7-like	P GO:0006468 protein phosphorylation
LOC124776087	ankyrin repeat domain-containing protein 29-like	F GO:0005515 protein binding
LOC124777086	general odorant-binding protein 83a-like	F GO:0005549 odorant binding
LOC124775039	ankyrin-1-like	F GO:0005515 protein binding
LOC124776090	uncharacterized protein LOC124776090	C GO:0005576 extracellular region
LOC124776090	uncharacterized protein LOC124776090	F GO:0008061 chitin binding
LOC124776091	inositol-pentakisphosphate 2-kinase-like	F GO:0005524 ATP binding
LOC124776091	inositol-pentakisphosphate 2-kinase-like	F GO:0035299 inositol-1,3,4,5,6-pentakisphosphate 2-kinase activity
LOC124776601	cell division cycle protein 23 homolog isoform X2	C GO:0005680 anaphase-promoting complex
LOC124776601	cell division cycle protein 23 homolog isoform X2	F GO:0005515 protein binding
LOC124775002	inactive peptidyl-prolyl cis-trans isomerase FKBP6	F GO:0003755 peptidyl-prolyl cis-trans isomerase activity
LOC124775002	inactive peptidyl-prolyl cis-trans isomerase FKBP6	F GO:0005515 protein binding
LOC124776434	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial isoform X2	C GO:0005622 intracellular anatomical structure
LOC124776434	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial isoform X2	F GO:0003824 catalytic activity
LOC124776434	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial isoform X2	P GO:0008654 phospholipid biosynthetic process
LOC124776690	platelet-activating factor acetylhydrolase-like	F GO:0003847 1-alkyl-2-acetylglycerophosphocholine esterase activity
LOC124777355	sialin-like isoform X1	F GO:0022857 transmembrane transporter activity
LOC124777355	sialin-like isoform X1	P GO:0055085 transmembrane transport
LOC124777216	lysozyme 2-like	F GO:0003796 lysozyme activity
LOC124776597	elongation factor 1-beta'	F GO:0003746 translation elongation factor activity
LOC124776597	elongation factor 1-beta'	P GO:0006414 translational elongation
LOC124776822	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial isoform X1	F GO:0016651 oxidoreductase activity, acting on NAD(P)H
LOC124776822	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial isoform X1	F GO:0051536 iron-sulfur cluster binding
LOC124776860	uncharacterized protein LOC124596406 isoform X1	F GO:0003677 DNA binding
LOC124776861	PRL-1 phosphatase isoform X2	P GO:0006470 protein dephosphorylation
LOC124776104	kinesin-like protein KIF13A	F GO:0005524 ATP binding
LOC124776104	kinesin-like protein KIF13A	F GO:0003777 microtubule motor activity
LOC124776104	kinesin-like protein KIF13A	P GO:0007018 microtubule-based movement
LOC124776104	kinesin-like protein KIF13A	F GO:0008017 microtubule binding
LOC124777394	ankyrin-3-like	F GO:0005515 protein binding
LOC124776105	GA-binding protein subunit beta-2-like	F GO:0005515 protein binding
LOC124776106	putative ankyrin repeat protein RF_0381	F GO:0005515 protein binding
LOC124776107	ankyrin-3-like	F GO:0005515 protein binding
LOC124777268	ankyrin-1-like	F GO:0005515 protein binding
LOC124776915	ankyrin-1-like	F GO:0005515 protein binding
LOC124777986	facilitated trehalose transporter Tret1-like	P GO:0055085 transmembrane transport
LOC124777986	facilitated trehalose transporter Tret1-like	C GO:0016020 membrane
LOC124777986	facilitated trehalose transporter Tret1-like	P GO:0008643 carbohydrate transport
LOC124777986	facilitated trehalose transporter Tret1-like	F GO:0051119 sugar transmembrane transporter activity
LOC124775700	solute carrier organic anion transporter family member 5A1	C GO:0016020 membrane
LOC124775700	solute carrier organic anion transporter family member 5A1	F GO:0005515 protein binding
LOC124775700	solute carrier organic anion transporter family member 5A1	F GO:0022857 transmembrane transporter activity
LOC124775700	solute carrier organic anion transporter family member 5A1	P GO:0055085 transmembrane transport
LOC124776654	histone chaperone asf1-like	C GO:0005634 nucleus
LOC124776654	histone chaperone asf1-like	P GO:0006325 chromatin organization
LOC124776418	solute carrier organic anion transporter family member 4A1	C GO:0016020 membrane
LOC124776418	solute carrier organic anion transporter family member 4A1	F GO:0005515 protein binding
LOC124776418	solute carrier organic anion transporter family member 4A1	F GO:0022857 transmembrane transporter activity
LOC124776418	solute carrier organic anion transporter family member 4A1	P GO:0055085 transmembrane transport
LOC124777091	gamma-tubulin complex component 5	F GO:0043015 gamma-tubulin binding
LOC124776723	hypothetical protein EJB05_29658	F GO:0003824 catalytic activity
LOC124776764	protein charybde-like isoform X1	C GO:0005737 cytoplasm
LOC124776764	protein charybde-like isoform X1	P GO:0009968 negative regulation of signal transduction
LOC124776113	homeobox protein aristaless-like	F GO:0003677 DNA binding
LOC124776115	homeobox protein unc-4 homolog	F GO:0003677 DNA binding
LOC124773977	leucine-rich repeat and calponin homology domain-containing protein	F GO:0005515 protein binding
LOC124775072	elongation factor G, mitochondrial	F GO:0003746 translation elongation factor activity
LOC124775072	elongation factor G, mitochondrial	F GO:0003924 GTPase activity
LOC124775072	elongation factor G, mitochondrial	F GO:0005525 GTP binding
LOC124775072	elongation factor G, mitochondrial	P GO:0006414 translational elongation
LOC124777691	angio-associated migratory cell protein-like	F GO:0005515 protein binding
LOC124776116	lens fiber major intrinsic protein-like	C GO:0016020 membrane
LOC124776116	lens fiber major intrinsic protein-like	F GO:0015267 channel activity
LOC124776116	lens fiber major intrinsic protein-like	P GO:0055085 transmembrane transport
LOC124774878	fibronectin type 3 and ankyrin repeat domains protein 1-like	F GO:0005515 protein binding
LOC124777582	thiamin pyrophosphokinase 1	F GO:0004788 thiamine diphosphokinase activity
LOC124777582	thiamin pyrophosphokinase 1	F GO:0005524 ATP binding
LOC124777582	thiamin pyrophosphokinase 1	F GO:0030975 thiamine binding
LOC124777582	thiamin pyrophosphokinase 1	P GO:0006772 thiamine metabolic process
LOC124777582	thiamin pyrophosphokinase 1	P GO:0009229 thiamine diphosphate biosynthetic process
LOC124777488	E3 ubiquitin-protein ligase UBR5	F GO:0003723 RNA binding
LOC124777488	E3 ubiquitin-protein ligase UBR5	F GO:0004842 ubiquitin-protein transferase activity
LOC124777488	E3 ubiquitin-protein ligase UBR5	F GO:0008270 zinc ion binding
LOC124777488	E3 ubiquitin-protein ligase UBR5	F GO:0043130 ubiquitin binding
LOC124776121	MFS-type transporter SLC18B1-like	F GO:0022857 transmembrane transporter activity
LOC124776121	MFS-type transporter SLC18B1-like	P GO:0055085 transmembrane transport
LOC124777890	hypothetical protein ANN_24785, partial	C GO:0000502 proteasome complex
LOC124777751	transcription initiation factor TFIID subunit 9-like	F GO:0046982 protein heterodimerization activity
LOC124777751	transcription initiation factor TFIID subunit 9-like	P GO:0006352 DNA-templated transcription initiation
LOC124776663	general transcription factor IIF subunit 2 isoform X1	C GO:0005674 transcription factor TFIIF complex
LOC124776663	general transcription factor IIF subunit 2 isoform X1	P GO:0006367 transcription initiation at RNA polymerase II promoter
LOC124776578	F-box-like/WD repeat-containing protein TBL1XR1	F GO:0005515 protein binding
LOC124777360	fatty acyl-CoA reductase 1-like	C GO:0016020 membrane
LOC124777360	fatty acyl-CoA reductase 1-like	F GO:0016620 oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
LOC124777360	fatty acyl-CoA reductase 1-like	P GO:0006629 lipid metabolic process
LOC124776136	glypican-5-like	C GO:0005886 plasma membrane
LOC124776136	glypican-5-like	C GO:0062023 collagen-containing extracellular matrix
LOC124776136	glypican-5-like	P GO:0009966 regulation of signal transduction
LOC124776137	glypican-1-like	C GO:0005886 plasma membrane
LOC124776137	glypican-1-like	C GO:0062023 collagen-containing extracellular matrix
LOC124776137	glypican-1-like	P GO:0009966 regulation of signal transduction
LOC124775103	uncharacterized protein LOC124775103	F GO:0022857 transmembrane transporter activity
LOC124775103	uncharacterized protein LOC124775103	P GO:0055085 transmembrane transport
LOC124777247	acetyl-CoA acetyltransferase, mitochondrial	F GO:0016747 acyltransferase activity, transferring groups other than amino-acyl groups
LOC124776138	gustatory receptor for sugar taste 64e-like	C GO:0016020 membrane
LOC124776138	gustatory receptor for sugar taste 64e-like	F GO:0008527 taste receptor activity
LOC124776138	gustatory receptor for sugar taste 64e-like	P GO:0050912 detection of chemical stimulus involved in sensory perception of taste
LOC124776139	cilia- and flagella-associated protein 57-like	F GO:0005515 protein binding
LOC124776143	Down syndrome cell adhesion molecule-like protein Dscam2	F GO:0005515 protein binding
LOC124776144	uncharacterized protein LOC124776144	C GO:0016020 membrane
LOC124776144	uncharacterized protein LOC124776144	P GO:0050909 sensory perception of taste
LOC124776145	uncharacterized protein LOC124776145	C GO:0016020 membrane
LOC124776145	uncharacterized protein LOC124776145	P GO:0050909 sensory perception of taste
LOC124777479	PDF receptor-like, partial	F GO:0004930 G protein-coupled receptor activity
LOC124777479	PDF receptor-like, partial	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124777479	PDF receptor-like, partial	C GO:0016020 membrane
LOC124777479	PDF receptor-like, partial	P GO:0007166 cell surface receptor signaling pathway
LOC124776147	PDF receptor-like	F GO:0004930 G protein-coupled receptor activity
LOC124776147	PDF receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124776147	PDF receptor-like	C GO:0016020 membrane
LOC124776147	PDF receptor-like	P GO:0007166 cell surface receptor signaling pathway
LOC124776148	PDF receptor-like	F GO:0004930 G protein-coupled receptor activity
LOC124776148	PDF receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124776148	PDF receptor-like	C GO:0016020 membrane
LOC124776148	PDF receptor-like	P GO:0007166 cell surface receptor signaling pathway
LOC124776149	cytochrome P450 6k1-like	F GO:0004497 monooxygenase activity
LOC124776149	cytochrome P450 6k1-like	F GO:0005506 iron ion binding
LOC124776149	cytochrome P450 6k1-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC124776149	cytochrome P450 6k1-like	F GO:0020037 heme binding
LOC124777327	gamma-interferon-inducible lysosomal thiol reductase-like	F GO:0016671 oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor
LOC124776150	Down syndrome cell adhesion molecule-like protein Dscam2	F GO:0005515 protein binding
LOC124776154	uncharacterized protein LOC124776154	C GO:0016020 membrane
LOC124776154	uncharacterized protein LOC124776154	F GO:0004984 olfactory receptor activity
LOC124776154	uncharacterized protein LOC124776154	F GO:0005549 odorant binding
LOC124776154	uncharacterized protein LOC124776154	P GO:0007608 sensory perception of smell
LOC124776155	odorant receptor Or2-like	C GO:0016020 membrane
LOC124776155	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC124776155	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC124776155	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC124776156	odorant receptor Or2-like	C GO:0016020 membrane
LOC124776156	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC124776156	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC124776156	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC124776157	Down syndrome cell adhesion molecule-like protein Dscam2	F GO:0005515 protein binding
LOC124776158	dynein axonemal heavy chain 3	C GO:0030286 dynein complex
LOC124776158	dynein axonemal heavy chain 3	F GO:0005524 ATP binding
LOC124776158	dynein axonemal heavy chain 3	F GO:0008569 minus-end-directed microtubule motor activity
LOC124776158	dynein axonemal heavy chain 3	P GO:0007018 microtubule-based movement
LOC124776159	uncharacterized protein LOC124776159	F GO:0005515 protein binding
LOC124774881	E3 ubiquitin-protein ligase CHIP	F GO:0004842 ubiquitin-protein transferase activity
LOC124774881	E3 ubiquitin-protein ligase CHIP	F GO:0005515 protein binding
LOC124774881	E3 ubiquitin-protein ligase CHIP	P GO:0016567 protein ubiquitination
LOC124776163	trypsin-7-like	F GO:0004252 serine-type endopeptidase activity
LOC124776163	trypsin-7-like	P GO:0006508 proteolysis
LOC124777337	putative E3 ubiquitin-protein ligase UNKL	F GO:0046872 metal ion binding
LOC124773559	diphthine methyltransferase isoform X1	F GO:0005515 protein binding
LOC124773595	ragulator complex protein LAMTOR2	F GO:0005085 guanyl-nucleotide exchange factor activity
LOC124773595	ragulator complex protein LAMTOR2	F GO:0060090 molecular adaptor activity
LOC124773595	ragulator complex protein LAMTOR2	P GO:0032008 positive regulation of TOR signaling
LOC124777979	caskin-2 isoform X3	F GO:0005515 protein binding
LOC124774982	acyl-CoA-binding domain-containing protein 6-like	F GO:0000062 fatty-acyl-CoA binding
LOC124774982	acyl-CoA-binding domain-containing protein 6-like	F GO:0005515 protein binding
LOC124776164	phospholipid-transporting ATPase ABCA3	C GO:0016020 membrane
LOC124776164	phospholipid-transporting ATPase ABCA3	F GO:0005524 ATP binding
LOC124776164	phospholipid-transporting ATPase ABCA3	F GO:0016887 ATP hydrolysis activity
LOC124776164	phospholipid-transporting ATPase ABCA3	F GO:0140359 ABC-type transporter activity
LOC124776430	zinc finger protein 879-like	C GO:0005634 nucleus
LOC124776430	zinc finger protein 879-like	F GO:0008270 zinc ion binding
LOC124776913	filamin-C-like	F GO:0005515 protein binding
LOC124776255	thiamine transporter 1-like isoform X1	C GO:0016020 membrane
LOC124776255	thiamine transporter 1-like isoform X1	F GO:0090482 vitamin transmembrane transporter activity
LOC124776255	thiamine transporter 1-like isoform X1	P GO:0051180 vitamin transport
LOC124776166	uncharacterized protein LOC124776166	F GO:0003676 nucleic acid binding
LOC124776166	uncharacterized protein LOC124776166	P GO:0015074 DNA integration
