"gene_id","Preferred_name","Description","PFAMs","theme","term_group","matched_pattern"
"LOC126272112","-","JAB1/Mov34/MPN/PAD-1 ubiquitin protease","JAB,Prok-JAB","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126272023","Tep6","endopeptidase inhibitor activity","A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep,Ldl_recept_a,Thiol-ester_cl","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126272998","-","Endoplasmic reticulum metallopeptidase","Peptidase_M28","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126278967","-","Belongs to the peptidase M16 family","Peptidase_M16,Peptidase_M16_C,Peptidase_M16_M","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126279126","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126278707","-","Trypsin","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126278227","-","aminoacylase activity. It is involved in the biological process described with","M20_dimer,Peptidase_M20","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126278194","26-29-p","Belongs to the peptidase C1 family","Inhibitor_I29,Peptidase_C1","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126277899","-","polysaccharide binding. It is involved in the biological process described with","Peptidase_C1","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126278282","-","Serine-type peptidase activity. It is involved in the biological process described with proteolysis","DPPIV_N,Peptidase_S9","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126279065","-","Hydrolase activity. It is involved in the biological process described with protein deubiquitination","Peptidase_C65","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126278876","-","Belongs to the peptidase M16 family","Peptidase_M16,Peptidase_M16_C","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126278155","-","Serine-type peptidase activity. It is involved in the biological process described with proteolysis","DPPIV_N,Peptidase_S9","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126278310","-","Kazal-type serine protease inhibitor domain","Kazal_2","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126278098","-","Kazal-type serine protease inhibitor domain","Kazal_2","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126278693","-","metalloexopeptidase activity. It is involved in the biological process described with proteolysis","Peptidase_M17","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126278021","-","ubiquitin-specific protease activity. It is involved in the biological process described with ubiquitin-dependent protein catabolic process","DUSP,UCH,zf-UBP","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126278326","-","peptidase inhibitor activity","Sushi,WAP","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126277991","-","metalloendopeptidase activity. It is involved in the biological process described with proteolysis","Reprolysin_2,Reprolysin_3","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126278246","Prosbeta5","threonine-type endopeptidase activity. It is involved in the biological process described with proteolysis involved in cellular protein catabolic process","Proteasome","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126278918","-","Membrane dipeptidase (Peptidase family M19)","Peptidase_M19","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126278585","-","Belongs to the metallo-dependent hydrolases superfamily. Peptidase M19 family","Peptidase_M19","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126278507","-","Belongs to the metallo-dependent hydrolases superfamily. Peptidase M19 family","Peptidase_M19","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126278505","-","Serine-type peptidase activity. It is involved in the biological process described with proteolysis","DPPIV_N,Peptidase_S9","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126278440","-","Trypsin-like serine protease","-","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126282269","-","Kazal-type serine protease inhibitor domain","Kazal_2","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126281581","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Ldl_recept_a,Sushi,Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126281798","-","Domain abundant in complement control proteins; SUSHI repeat; short complement-like repeat (SCR)","Ldl_recept_a,Sushi,Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126281797","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Ldl_recept_a,Sushi,Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126282288","HtrA2","Serine protease that shows proteolytic activity against a non-specific substrate beta-casein. Promotes or induces cell death either by direct binding to and inhibition of BIRC proteins (also called inhibitor of apoptosis proteins, IAPs), leading to an increase in caspase activity, or by a BIRC inhibition-independent, caspase-independent and serine protease activity-dependent mechanism. Can antagonize antiapoptotic activity of th by directly inducing the degradation of th","PDZ_2,Trypsin_2","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126282290","-","Belongs to the metallo-dependent hydrolases superfamily. Peptidase M19 family","Peptidase_M19","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126281544","-","OTU-like cysteine protease","OTU,UBA_4,zf-A20","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126281584","-","Peptidase family M1 domain","ERAP1_C,Peptidase_M1","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126281686","Fur1","Belongs to the peptidase S8 family","P_proprotein,Peptidase_S8,S8_pro-domain","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126282207","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Ldl_recept_a,Sushi,Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126282193","-","Metalloendopeptidase inhibitor activity","TIMP","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126281605","-","Belongs to the peptidase S1 family","-","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126281909","Spase22-23","Signal peptidase subunit","SPC22","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126281749","Fur2","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Furin-like_2,GF_recep_IV,P_proprotein,Peptidase_S8,S8_pro-domain","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126281630","Fur2","Growth factor receptor domain IV","Furin-like_2,GF_recep_IV,P_proprotein,Peptidase_S8,S8_pro-domain","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126281392","-","Belongs to the metallo-dependent hydrolases superfamily. Peptidase M19 family","Peptidase_M19","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126282518","-","Belongs to the peptidase C1 family","Inhibitor_I29,Peptidase_C1","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126281931","-","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","Trypsin","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126282384","-","Belongs to the metallo-dependent hydrolases superfamily. Peptidase M19 family","Peptidase_M19","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126281754","-","Ufm1-specific protease","Peptidase_C78,RNase_PH","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
"LOC126281220","sol","Belongs to the peptidase C2 family","Peptidase_C2,zf-RanBP","Protein and amino-acid availability","Proteolysis","protease|peptidase|trypsin|cathepsin|carboxypeptidase|metalloprotease|serine protease"
