"gene_id","n_deg_contrasts","has_infection_deg","comparison_types","comparisons","directions","max_abs_log2FC","min_padj","deg_priority_score","Preferred_name","Description","GOs","KEGG_ko","KEGG_Pathway","PFAMs","n_phase_tissues","phase_tissues","phase_directions","phase_mean_log2FC","phase_max_abs_log2FC","head_phase_log2FC","thorax_phase_log2FC","head_phase_padj","thorax_phase_padj","phase_consensus","phase_class"
"LOC126268199",2,TRUE,"Infection within diet","Diet 33: infected vs control; Diet 83: infected vs control","Downregulated",3.65712036772593,2.83447276531478e-07,35.2046480792444,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268397",2,TRUE,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.84377345818988,2.83447276531478e-07,33.3913011697083,"fax","Failed axon","GO:0000902,GO:0000904,GO:0007275,GO:0007399,GO:0007409,GO:0008150,GO:0009653,GO:0009987,GO:0016043,GO:0022008,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0048468,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0061564,GO:0071840,GO:0120036,GO:0120039",NA,NA,"GST_C_6,GST_N_4",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126332261",2,TRUE,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",5.43817790812796,3.83943401541964e-07,36.8539106999314,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126284686",2,TRUE,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.78344737074749,6.11263136895444e-07,33.9972191649227,"unannotated","Phospholipase A2",NA,"ko:K01047","ko00564,ko00565,ko00590,ko00591,ko00592,ko01100,ko01110,ko04014,ko04270,ko04972,ko04975,map00564,map00565,map00590,map00591,map00592,map01100,map01110,map04014,map04270,map04972,map04975","Phospholip_A2_2",1,"Thorax","Solitarious-up",-1.60323657000354,1.60323657000354,NA,-1.60323657000354,NA,5.74574225400446e-13,"Solitarious-up","Thorax phase DEG only"
"LOC126355702",2,TRUE,"Infection within diet","Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",3.57146521446598,6.4485119966135e-07,34.7620057023444,"unannotated","Insect cuticle protein",NA,NA,NA,NA,2,"Head + Thorax","Solitarious-up",-2.73951330221669,3.61382404866203,-1.86520255577134,-3.61382404866203,0.00895587288721224,2.51738606005433e-12,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126278849",2,TRUE,"Infection within diet","Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",1.94145718372255,6.4485119966135e-07,33.131997671601,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126273130",2,TRUE,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",4.43486856701496,6.99899869186892e-07,35.5898326546723,"unannotated","Belongs to the type-B carboxylesterase lipase family",NA,NA,NA,"COesterase",1,"Head","Solitarious-up",-1.03269666156309,1.03269666156309,-1.03269666156309,NA,3.84849014856086e-08,NA,"Solitarious-up","Head phase DEG only"
"LOC126291606",2,TRUE,"Diet contrasts among infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",2.16081660462266,8.06766983345864e-07,33.2540684880667,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126271991",2,TRUE,"Infection within diet","Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",1.12350763968764,9.41740903007907e-07,32.149576205973,"unannotated","It is involved in the biological process described with","GO:0000003,GO:0001667,GO:0002064,GO:0002065,GO:0002066,GO:0003006,GO:0003674,GO:0005488,GO:0005515,GO:0005543,GO:0005575,GO:0006928,GO:0007276,GO:0007281,GO:0007292,GO:0007297,GO:0007298,GO:0008150,GO:0008289,GO:0008354,GO:0009888,GO:0009987,GO:0010631,GO:0016043,GO:0016477,GO:0017124,GO:0019904,GO:0019953,GO:0022412,GO:0022414,GO:0022607,GO:0030030,GO:0030031,GO:0030100,GO:0030154,GO:0030707,GO:0030855,GO:0032501,GO:0032502,GO:0032504,GO:0032879,GO:0032991,GO:0040011,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0044085,GO:0044703,GO:0045806,GO:0046847,GO:0046983,GO:0048259,GO:0048261,GO:0048468,GO:0048477,GO:0048519,GO:0048523,GO:0048609,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0050794,GO:0051049,GO:0051051,GO:0051128,GO:0051129,GO:0051179,GO:0051674,GO:0051704,GO:0060429,GO:0060627,GO:0065007,GO:0071840,GO:0090130,GO:0090132,GO:0120031,GO:0120036","ko:K20128",NA,"IMD",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126291884",2,TRUE,"Infection within diet","Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",1.43880019962619,9.69023834968399e-07,32.4524657401524,"unannotated","A Receptor for Ubiquitination Targets","GO:0000151,GO:0005575,GO:0005622,GO:0005623,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0019005,GO:0019538,GO:0019941,GO:0030163,GO:0031146,GO:0031461,GO:0032991,GO:0043161,GO:0043170,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044464,GO:0051603,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1990234",NA,NA,"F-box-like",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126297535",2,TRUE,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.91134670277677,1.03670916591115e-06,32.8956897644737,"unannotated","amino acid transporter",NA,NA,NA,"SDF",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126299541",2,TRUE,"Infection within diet","Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",1.34621178995779,1.03670916591115e-06,32.3305548516548,"unannotated","Phosphatidylinositol 3-kinase regulatory subunit P85 inter-SH2 domain","GO:0001784,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005942,GO:0005943,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0008150,GO:0008152,GO:0008286,GO:0008361,GO:0009719,GO:0009725,GO:0009987,GO:0010033,GO:0010243,GO:0016020,GO:0016043,GO:0016310,GO:0019207,GO:0019216,GO:0019220,GO:0019222,GO:0019637,GO:0019898,GO:0019899,GO:0019900,GO:0023052,GO:0030234,GO:0030258,GO:0031323,GO:0032535,GO:0032868,GO:0032869,GO:0032870,GO:0032991,GO:0035014,GO:0042127,GO:0042221,GO:0042325,GO:0043434,GO:0043549,GO:0043550,GO:0043551,GO:0043560,GO:0044237,GO:0044238,GO:0044255,GO:0044425,GO:0045309,GO:0046486,GO:0046488,GO:0046834,GO:0046854,GO:0046935,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051174,GO:0051219,GO:0051338,GO:0051716,GO:0061695,GO:0065007,GO:0065008,GO:0065009,GO:0070887,GO:0071310,GO:0071375,GO:0071417,GO:0071495,GO:0071704,GO:0071840,GO:0080090,GO:0090066,GO:0097651,GO:0098772,GO:0098796,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902494,GO:1903725,GO:1990234","ko:K02649","ko01521,ko01522,ko01524,ko04012,ko04014,ko04015,ko04024,ko04062,ko04066,ko04068,ko04070,ko04071,ko04072,ko04140,ko04150,ko04151,ko04152,ko04210,ko04211,ko04213,ko04218,ko04360,ko04370,ko04380,ko04510,ko04550,ko04611,ko04620,ko04630,ko04650,ko04660,ko04662,ko04664,ko04666,ko04668,ko04670,ko04722,ko04725,ko04750,ko04810,ko04910,ko04914,ko04915,ko04917,ko04919,ko04923,ko04926,ko04930,ko04931,ko04932,ko04933,ko04960,ko04973,ko05100,ko05142,ko05146,ko05160,ko05161,ko05162,ko05164,ko05165,ko05166,ko05167,ko05169,ko05200,ko05203,ko05205,ko05210,ko05211,ko05212,ko05213,ko05214,ko05215,ko05218,ko05220,ko05221,ko05222,ko05223,ko05224,ko05225,ko05226,ko05230,ko05231,ko05418,map01521,map01522,map01524,map04012,map04014,map04015,map04024,map04062,map04066,map04068,map04070,map04071,map04072,map04140,map04150,map04151,map04152,map04210,map04211,map04213,map04218,map04360,map04370,map04380,map04510,map04550,map04611,map04620,map04630,map04650,map04660,map04662,map04664,map04666,map04668,map04670,map04722,map04725,map04750,map04810,map04910,map04914,map04915,map04917,map04919,map04923,map04926,map04930,map04931,map04932,map04933,map04960,map04973,map05100,map05142,map05146,map05160,map05161,map05162,map05164,map05165,map05166,map05167,map05169,map05200,map05203,map05205,map05210,map05211,map05212,map05213,map05214,map05215,map05218,map05220,map05221,map05222,map05223,map05224,map05225,map05226,map05230,map05231,map05418","C1_1,PI3K_P85_iSH2,RhoGAP,SAM_2,SH2",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126292038",2,TRUE,"Diet contrasts among infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",2.33508318472044,1.15231818816102e-06,33.2735107678884,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126346362",2,TRUE,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",6.1786617087083,1.30956617525445e-06,37.0615342595387,"unannotated","Metal ion binding","GO:0000737,GO:0006139,GO:0006259,GO:0006308,GO:0006309,GO:0006725,GO:0006807,GO:0006915,GO:0006921,GO:0008150,GO:0008152,GO:0008219,GO:0009056,GO:0009057,GO:0009987,GO:0012501,GO:0016043,GO:0019439,GO:0022411,GO:0030262,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0097194,GO:1901360,GO:1901361,GO:1901575",NA,NA,"Endonuclease_NS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282207",2,TRUE,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.78272642260827,1.37481126367731e-06,32.6444833410016,"unannotated","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis",NA,"ko:K20674","ko04624,map04624","Ldl_recept_a,Sushi,Trypsin",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126284043",2,TRUE,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",2.74019973687297,1.67432054894372e-06,33.5163611295058,"unannotated","MTH538 TIR-like domain (DUF1863)",NA,"ko:K18808",NA,"TIR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126284038",2,TRUE,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.46525714758,1.78970949049708e-06,32.2124746064958,"unannotated","ABC-2 family transporter protein",NA,"ko:K05648","ko02010,map02010","ABC2_membrane_3,ABC_tran",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126299506",2,TRUE,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.17057840696546,1.85273610935883e-06,31.9027648410792,"unannotated","Ephrin receptor ligand binding domain","GO:0002252,GO:0002376,GO:0003674,GO:0003824,GO:0004672,GO:0004713,GO:0004714,GO:0004888,GO:0005003,GO:0005005,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006464,GO:0006468,GO:0006582,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007275,GO:0007399,GO:0007417,GO:0007420,GO:0007422,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016021,GO:0016301,GO:0016310,GO:0016319,GO:0016740,GO:0016772,GO:0016773,GO:0018108,GO:0018193,GO:0018212,GO:0018958,GO:0019199,GO:0019538,GO:0019748,GO:0023052,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0035006,GO:0035010,GO:0035011,GO:0036211,GO:0038023,GO:0042440,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044425,GO:0044459,GO:0044464,GO:0045087,GO:0046777,GO:0048013,GO:0048513,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0060322,GO:0065007,GO:0071704,GO:0071944,GO:0140096,GO:1901360,GO:1901564,GO:1901615","ko:K05110","ko04360,map04360","EphA2_TM,Ephrin_lbd,Ephrin_rec_like,Pkinase_Tyr,SAM_1,fn3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365778",2,TRUE,"Infection within diet","Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",6.78274307137241,2.16600910939138e-06,37.4470827926057,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336539",2,TRUE,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",4.87489755467051,2.21847458519788e-06,35.5288430968587,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355933",2,TRUE,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.61008972621528,2.64349211164277e-06,32.187911707436,"unannotated","Tetraspanin family","GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007154,GO:0007165,GO:0007166,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0023052,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071944","ko:K17352",NA,"Tetraspannin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353952",2,TRUE,"Infection within diet","Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",2.37551003529927,2.64666787952277e-06,32.952810588573,"CLIPC1","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis",NA,NA,NA,"Trypsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126317486",2,TRUE,"Diet contrasts among infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",9.87782130591857,2.9086508962456e-06,40.4141297066833,"unannotated","It is involved in the biological process described with ribosome biogenesis","GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0022613,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363","ko:K14574","ko03008,map03008","SBDS,SBDS_C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336500",2,TRUE,"Infection within diet","Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",1.25312688988987,3.11929129184801e-06,31.75907095709,"unannotated","Oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",NA,"ko:K00472","ko00330,ko01100,map00330,map01100","2OG-FeII_Oxy_3,P4Ha_N",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126293526",2,TRUE,"Infection within diet","Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",3.05700642261666,3.75393725373281e-06,33.4825194134111,"unannotated","no description",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281818",2,TRUE,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",3.28850671187362,3.847203804885e-06,33.7033615182904,"unannotated","no description",NA,NA,NA,NA,1,"Head","Gregarious-up",1.21245867341401,1.21245867341401,1.21245867341401,NA,0.000231373199168618,NA,"Gregarious-up","Head phase DEG only"
"LOC126281302",2,TRUE,"Infection within diet","Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",5.17533427916819,3.98134821405568e-06,35.5753041159449,"unannotated","no description",NA,NA,NA,NA,1,"Thorax","Solitarious-up",-4.39799689891345,4.39799689891345,NA,-4.39799689891345,NA,4.19085201713864e-13,"Solitarious-up","Thorax phase DEG only"
"LOC126334969",2,TRUE,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.46636211013255,5.26927920648633e-06,31.7446108987255,"unannotated","cAMP-dependent protein kinase inhibitor",NA,NA,NA,"PKI",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126291885",2,TRUE,"Infection within diet","Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",3.43668301581199,5.44803300704223e-06,33.7004432857155,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126293579",2,TRUE,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",5.28344239804437,5.58949144645745e-06,35.5360701021516,"unannotated","Domain abundant in complement control proteins; SUSHI repeat; short complement-like repeat (SCR)",NA,"ko:K20674","ko04624,map04624","Ldl_recept_a,Sushi,Trypsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268133",2,TRUE,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.12237062016353,5.81200925193838e-06,31.3580443231985,"sl","phosphatidylinositol phospholipase C activity. It is involved in the biological process described with intracellular signal transduction","GO:0000003,GO:0001558,GO:0001667,GO:0002064,GO:0002065,GO:0002066,GO:0003006,GO:0006928,GO:0007276,GO:0007281,GO:0007292,GO:0007297,GO:0007298,GO:0008150,GO:0009719,GO:0009725,GO:0009888,GO:0009966,GO:0009968,GO:0009987,GO:0010033,GO:0010243,GO:0010631,GO:0010646,GO:0010648,GO:0016477,GO:0019953,GO:0022412,GO:0022414,GO:0023051,GO:0023057,GO:0030154,GO:0030307,GO:0030707,GO:0030855,GO:0032501,GO:0032502,GO:0032504,GO:0032868,GO:0040008,GO:0040011,GO:0042058,GO:0042059,GO:0042221,GO:0043434,GO:0044703,GO:0045595,GO:0045596,GO:0045927,GO:0048468,GO:0048477,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048585,GO:0048609,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051093,GO:0051128,GO:0051179,GO:0051674,GO:0051704,GO:0060429,GO:0065007,GO:0090130,GO:0090132,GO:1901184,GO:1901185,GO:1901652,GO:1901698,GO:1901700","ko:K01116","ko00562,ko01100,ko01521,ko04012,ko04014,ko04015,ko04020,ko04064,ko04066,ko04070,ko04072,ko04360,ko04370,ko04650,ko04658,ko04659,ko04660,ko04664,ko04666,ko04670,ko04722,ko04750,ko04919,ko04933,ko05110,ko05120,ko05167,ko05169,ko05200,ko05205,ko05206,ko05214,ko05223,ko05225,ko05231,map00562,map01100,map01521,map04012,map04014,map04015,map04020,map04064,map04066,map04070,map04072,map04360,map04370,map04650,map04658,map04659,map04660,map04664,map04666,map04670,map04722,map04750,map04919,map04933,map05110,map05120,map05167,map05169,map05200,map05205,map05206,map05214,map05223,map05225,map05231","C2,PH_12,PI-PLC-X,PI-PLC-Y,SH2,SH3_1",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334999",2,TRUE,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",3.27702032087794,5.94442636610094e-06,33.5029103690817,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334702",2,TRUE,"Diet contrasts among infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",4.03469126208533,6.5050262976172e-06,34.2214422054787,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356122",2,TRUE,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",2.03714878685093,7.28459019183403e-06,32.1747436621013,"unannotated","Anaphase-promoting complex subunit 4 WD40 domain","GO:0000151,GO:0000152,GO:0001654,GO:0001745,GO:0002009,GO:0002165,GO:0003674,GO:0003824,GO:0004842,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005680,GO:0005737,GO:0005813,GO:0005814,GO:0005815,GO:0005819,GO:0005856,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0006928,GO:0007088,GO:0007096,GO:0007275,GO:0007346,GO:0007399,GO:0007423,GO:0007444,GO:0007455,GO:0007552,GO:0007560,GO:0008150,GO:0008152,GO:0008347,GO:0009056,GO:0009057,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009987,GO:0010001,GO:0010498,GO:0010564,GO:0010638,GO:0015630,GO:0016477,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0019941,GO:0022008,GO:0030154,GO:0030163,GO:0030424,GO:0031145,GO:0031461,GO:0031536,GO:0032446,GO:0032501,GO:0032502,GO:0032991,GO:0033043,GO:0035214,GO:0035239,GO:0035295,GO:0036211,GO:0040011,GO:0042063,GO:0042995,GO:0043005,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044450,GO:0044464,GO:0045787,GO:0045840,GO:0045931,GO:0048513,GO:0048518,GO:0048522,GO:0048563,GO:0048569,GO:0048592,GO:0048707,GO:0048729,GO:0048731,GO:0048749,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0050794,GO:0051128,GO:0051130,GO:0051179,GO:0051603,GO:0051674,GO:0051726,GO:0051783,GO:0051785,GO:0060429,GO:0060562,GO:0061630,GO:0061659,GO:0065007,GO:0070647,GO:0071704,GO:0090068,GO:0090596,GO:0097458,GO:0120025,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1901987,GO:1901989,GO:1901990,GO:1901992,GO:1902494,GO:1990234","ko:K03364","ko04110,ko04111,ko04120,ko04914,map04110,map04111,map04120,map04914","ANAPC4_WD40,WD40",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
